SN Journals ID;Journal Title;Imprint;Main Discipline;Journal Homepage URL;pISSN;eISSN;Publishing Model;Facharzt-zeitschriften;Current DEAL Cost Contribution (2023);APC;BMC discount;OA License Type;Standard Hybrid Specific Workflow;Changes Within Term;Change Valid from (Year);Comments;Record Added;Record Updated
40309;European Journal of Futures Research;Springer;History;https://springer.com/40309;2195-4194;2195-2248;Fully Open Access;;886,97;n/a;yes;CC BY;;ISSN change;2020;EUR APC 2022 DEAL CAP considered and 'Final EUR APC 2022 CAP and discount considered' corrected;;2023-01-05
40313;Journal of Control, Automation and Electrical Systems;Springer;Engineering;https://springer.com/40313;2195-3880;2195-3899;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40314;Computational and Applied Mathematics;Springer;Mathematics;https://springer.com/40314;2238-3603;1807-0302;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Standard Hybrid Specific Workflow updated;;2022-01-03
40315;Computational Methods and Function Theory;Springer;Mathematics;https://springer.com/40315;1617-9447;2195-3724;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40316;Annales math�matiques du Qu�bec;Springer;Mathematics;https://springer.com/40316;2195-4755;2195-4763;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40317;Animal Biotelemetry;BioMed Central;Life Sciences;https://springer.com/40317;;2050-3385;Fully Open Access;;1345,46;n/a;yes;CC BY + CC0;;;;;;2023-01-05
40318;The International Sports Law Journal;Springer;Law;https://springer.com/40318;1567-7559;2213-5154;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Journal Title updated;;2022-01-03
40319;IIC - International Review of Intellectual Property and Competition Law;Springer;Law;https://springer.com/40319;0018-9855;2195-0237;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Journal Title updated;;2022-01-03
40323;Advanced Modeling and Simulation in Engineering Sciences;Springer;Engineering;https://springer.com/40323;;2213-7467;Fully Open Access;;886,97;n/a;yes;CC BY;;;;EUR APC 2022 DEAL CAP considered and 'Final EUR APC 2022 CAP and discount considered' corrected;;2023-01-05
40324;SeMA Journal;Springer;Mathematics;https://springer.com/40324;2254-3902;2281-7875;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40328;Acta Geodaetica et Geophysica;Akad�miai Kiad�, co-published with Springer;Earth Sciences;https://springer.com/40328;2213-5812;2213-5820;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2021;Hybrid Specific Workflow Details updated to standard (Oasis);;2022-01-03
40333;Journal of Arid Land;Science Press, co-published with Springer;Geography;https://springer.com/40333;1674-6767;2194-7783;Open Choice;;;;;CC BY;non-standard;;;;;2022-01-03
40334;Physical Mesomechanics;Pleiades Publishing;Engineering;https://springer.com/40334;1029-9599;1990-5424;Hybrid (Third Party);;;;;;;Change of Publishing Model;2022;Publishing model changes from Subscription to Hybrid (Third Party) as of 2022. Russian Library of Science.;;2022-01-03
40336;Clinical and Translational Imaging;Springer;Medicine & Public Health;https://springer.com/40336;2281-5872;2281-7565;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
40337;Journal of Eating Disorders;BioMed Central;Psychology;https://springer.com/40337;;2050-2974;Fully Open Access;;1046,62;n/a;yes;CC BY + CC0;;APC Change;May 2022;New List Price APC 2022 valid as of 12th May 2022. 'EUR APC 2022 DEAL CAP considered' and 'Final EUR APC 2022 CAP and discount considered' corrected;;2023-01-05
40345;International Journal of Bipolar Disorders;Springer;Medicine & Public Health;https://springer.com/40345;;2194-7511;Fully Open Access;;1587,68;n/a;yes;CC BY;;;;;;2023-01-05
40348;Molecular and Cellular Pediatrics;Springer;Medicine & Public Health;https://springer.com/40348;;2194-7791;Fully Open Access;;1399,32;n/a;yes;CC BY;;;;APC updated;;2023-01-05
40352;Health & Justice;BioMed Central;Criminology and Criminal Justice;https://springer.com/40352;;2194-7899;Fully Open Access;;940,18;n/a;yes;CC BY + CC0;;Change of Imprint;2023;Imprint change, former imprint: Springer. EUR APC 2022 DEAL CAP considered and 'Final EUR APC 2022 CAP and discount considered' corrected;;2023-04-06
40359;BMC Psychology;BioMed Central;Psychology;https://springer.com/40359;;2050-7283;Fully Open Access;;908,39;n/a;yes;CC BY + CC0;;;;;;2023-01-05
40360;BMC Pharmacology and Toxicology;BioMed Central;Biomedicine;https://springer.com/40360;;2050-6511;Fully Open Access;;1705,38;n/a;yes;CC BY + CC0;;;;;;2023-01-05
40364;Biomarker Research;BioMed Central;Biomedicine;https://springer.com/40364;;2050-7771;Fully Open Access;;1924,72;n/a;yes;CC BY + CC0;;;;EUR APC 2022 DEAL CAP considered and 'Final EUR APC 2022 CAP and discount considered' corrected;;2023-01-05
40368;European Archives of Paediatric Dentistry;Springer;Dentistry;https://springer.com/40368;1818-6300;1996-9805;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40410;City, Territory and Architecture;Springer;Geography;https://springer.com/40410;;2195-2701;Fully Open Access;;612,00;n/a;yes;CC BY;;;;EUR APC 2022 DEAL CAP considered and 'Final EUR APC 2022 CAP and discount considered' corrected;;2023-01-05
40415;Brazilian Journal of Botany;Springer;Life Sciences;https://springer.com/40415;0100-8404;1806-9959;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40429;Current Addiction Reports;Springer;Medicine & Public Health;https://springer.com/40429;;2196-2952;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40430;Journal of the Brazilian Society of Mechanical Sciences and Engineering;Springer;Engineering;https://springer.com/40430;1678-5878;1806-3691;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40435;International Journal of Dynamics and Control;Springer;Engineering;https://springer.com/40435;2195-268X;2195-2698;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40436;Advances in Manufacturing;Shanghai University, co-published with Springer;Engineering;https://springer.com/40436;2095-3127;2195-3597;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40462;Movement Ecology;BioMed Central;Life Sciences;https://springer.com/40462;;2051-3933;Fully Open Access;;1705,38;n/a;yes;CC BY + CC0;;;;;;2023-01-05
40463;Journal of Otolaryngology - Head & Neck Surgery;BioMed Central;Medicine & Public Health;https://springer.com/40463;;1916-0216;Fully Open Access;;1658,64;n/a;yes;CC BY + CC0;;;;Journal Title updated;;2023-01-05
40468;Language Testing in Asia;Springer;Education;https://springer.com/40468;;2229-0443;Fully Open Access;;784,97;n/a;yes;CC BY;;;;Final EUR APC 2022 CAP and discount considered corrected;;2023-01-05
40471;Current Epidemiology Reports;Springer;Medicine & Public Health;https://springer.com/40471;;2196-2995;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40472;Current Transplantation Reports;Springer;Medicine & Public Health;https://springer.com/40472;;2196-3029;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40473;Current Behavioral Neuroscience Reports;Springer;Medicine & Public Health;https://springer.com/40473;;2196-2979;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40474;Current Developmental Disorders Reports;Springer;Medicine & Public Health;https://springer.com/40474;;2196-2987;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40475;Current Tropical Medicine Reports;Springer;Medicine & Public Health;https://springer.com/40475;;2196-3045;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40477;Journal of Ultrasound;Springer;Medicine & Public Health;https://springer.com/40477;;1876-7931;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40478;Acta Neuropathologica Communications;BioMed Central;Biomedicine;https://springer.com/40478;;2051-5960;Fully Open Access;;2208,56;n/a;yes;CC BY + CC0;;;;;;2023-01-05
40479;Borderline Personality Disorder and Emotion Dysregulation;BioMed Central;Medicine & Public Health;https://springer.com/40479;;2051-6673;Fully Open Access;;1533,99;n/a;yes;CC BY + CC0;;;;;;2023-01-05
40485;EPJ Techniques and Instrumentation;Springer;Engineering;https://springer.com/40485;;2195-7045;Fully Open Access;;886,97;n/a;yes;CC BY;;;;EUR APC 2022 DEAL CAP considered and 'Final EUR APC 2022 CAP and discount considered' corrected;;2023-01-05
40486;Micro and Nano Systems Letters;The Society of Micro and Nano Systems, co-published with Springer;Engineering;https://springer.com/40486;;2213-9621;Fully Open Access;;1482,12;n/a;yes;CC BY;;Change of Sponsorship Model;2022;No longer fully sponsored as of January 1st, 2022;2023-01-05;2023-03-22
40489;Review Journal of Autism and Developmental Disorders;Springer;Psychology;https://springer.com/40489;2195-7177;2195-7185;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40494;Heritage Science;Springer;Materials Science;https://springer.com/40494;;2050-7445;Fully Open Access;;1144,19;n/a;yes;CC BY + CC0;;;;;;2023-01-05
40495;Current Pharmacology Reports;Springer;Biomedicine;https://springer.com/40495;;2198-641X;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40496;Current Oral Health Reports;Springer;Medicine & Public Health;https://springer.com/40496;;2196-3002;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40497;Journal of Global Entrepreneurship Research;Springer;Business and Management;https://springer.com/40497;2228-7566;2251-7316;Open Choice;;;;;CC BY;standard (Oasis);Change of Publishing Model, Change of Sponsorship Model, ISSN Change;2020;Changes from Fully OA to Open Choice;2019-12-06;2022-01-03
40501;Current Treatment Options in Psychiatry;Springer;Medicine & Public Health;https://springer.com/40501;;2196-3061;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40502;Plant Physiology Reports;Springer;Life Sciences;https://springer.com/40502;2662-253X;2662-2548;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40505;Economic Theory Bulletin;Springer;Economics;https://springer.com/40505;2196-1085;2196-1093;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
40506;Current Treatment Options in Infectious Diseases;Springer;Medicine & Public Health;https://springer.com/40506;;1534-6250;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40507;EPJ Quantum Technology;Springer;Engineering;https://springer.com/40507;2662-4400;2196-0763;Fully Open Access;;1144,19;n/a;yes;CC BY;;ISSN change;2020;;;2023-01-05
40509;Quantum Studies: Mathematics and Foundations;Birkh�user;Mathematics;https://springer.com/40509;2196-5609;2196-5617;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40515;Transportation Infrastructure Geotechnology;Springer;Engineering;https://springer.com/40515;2196-7202;2196-7210;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40516;Lasers in Manufacturing and Materials Processing;Springer;Engineering;https://springer.com/40516;2196-7229;2196-7237;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40517;Geothermal Energy;Springer;Earth Sciences;https://springer.com/40517;;2195-9706;Fully Open Access;;1024,45;n/a;yes;CC BY;;;;Final EUR APC 2022 CAP and discount considered corrected;;2023-01-05
40518;Current Sustainable/Renewable Energy Reports;Springer;Energy;https://springer.com/40518;;2196-3010;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40519;Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity;Springer;Medicine & Public Health;https://springer.com/40519;;1590-1262;Fully Open Access;;2552,00;n/a;yes;CC BY;;Change of Publishing Model;2023;Publishing Model changing from Open Choice to Fully Open Access as of 2023.;;2023-01-05
40520;Aging Clinical and Experimental Research;Springer;Medicine & Public Health;https://springer.com/40520;;1720-8319;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Publishing Model will remain Open Choice in 2023.;;2022-11-25
40521;Current Treatment Options in Allergy;Springer;Medicine & Public Health;https://springer.com/40521;;2196-3053;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40529;Botanical Studies;Springer;Life Sciences;https://springer.com/40529;;1999-3110;Fully Open Access;;1444,86;n/a;yes;CC BY;;;;;;2023-01-05
40537;Journal of Big Data;Springer;Computer Science;https://springer.com/40537;;2196-1115;Fully Open Access;;1105,50;n/a;yes;CC BY;;APC Change;May 2022;New List Price APC 2022 valid as of 12th May 2022;;2023-01-05
40538;Chemical and Biological Technologies in Agriculture;Springer;Life Sciences;https://springer.com/40538;;2196-5641;Fully Open Access;;1498,98;n/a;yes;CC BY + CC0;;;;Final EUR APC 2022 CAP and discount considered corrected;;2023-01-05
40543;Journal of Analytical Science and Technology;Springer;Chemistry;https://springer.com/40543;;2093-3371;Fully Open Access;;1592,00;n/a;yes;CC BY;;Change of Sponsorship Model;2021;"No longer fully sponsored as of September 2nd 2021; Former imprint: Korea Basic Science Institute, co-published with Springer";2022-11-25;2023-03-22
40545;Journal of Pharmaceutical Policy and Practice;BioMed Central;Pharmacy;https://springer.com/40545;;2052-3211;Fully Open Access;;1647,72;n/a;yes;CC BY + CC0;;;;;;2023-01-05
40547;Customer Needs and Solutions;Springer;Business and Management;https://springer.com/40547;2196-291X;2196-2928;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40550;Food Safety and Risk;BioMed Central;Chemistry;https://springer.com/40550;;2731-9245;Fully Open Access;;1392,54;n/a;yes;CC BY + CC0;;Title Change, ISSN Change, Change of Imprint;2023;Imprint change, former imprint: Springer. Title change. Prior to Volume 10 (2023) published as International Journal of Food Contamination.;;2023-04-06
40558;Information Technology & Tourism;Springer;Business and Management;https://springer.com/40558;1098-3058;1943-4294;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Journal Title updated;;2022-01-03
40560;Journal of Intensive Care;BioMed Central;Medicine & Public Health;https://springer.com/40560;;2052-0492;Fully Open Access;;1533,99;n/a;yes;CC BY + CC0;;Change of Sponsorship Model;2021;No longer fully sponsored as of January 6th, 2021.;2021-08-17;2023-03-22
40562;Geoscience Letters;Springer;Earth Sciences;https://springer.com/40562;;2196-4092;Fully Open Access;;709,58;n/a;yes;CC BY;;;;;;2023-01-05
40571;Computational Particle Mechanics;Springer;Engineering;https://springer.com/40571;2196-4378;2196-4386;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40572;Current Environmental Health Reports;Springer;Biomedicine;https://springer.com/40572;;2196-5412;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40573;Zeitschrift f�r Didaktik der Naturwissenschaften;Springer Spektrum;Education;https://springer.com/40573;0949-1147;2197-988X;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2021;;;2022-01-03
40574;Bollettino dell'Unione Matematica Italiana;Springer;Mathematics;https://springer.com/40574;1972-6724;2198-2759;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40575;Canine Medicine and Genetics;BioMed Central;Life Sciences;https://springer.com/40575;;2662-9380;Fully Open Access;;878,10;n/a;yes;CC BY + CC0;;Title Change, ISSN Change;2020;"'""Final EUR APC 2022 CAP and discount considered' corrected. Prior to Volume 7 (2020) published as Canine Genetics and Epidemiology.";;2023-01-05
40580;Nano Convergence;Korea Nano Technology Research Society, co-published with Springer;Materials Science;https://springer.com/40580;;2196-5404;Fully Open Access;;1896,12;n/a;yes;CC BY;;Change of Sponsorship Model;2022;No longer fully sponsored as of January 1st, 2022. Final APC 2023 corrected.;2023-01-05;2023-04-06
40588;Current Clinical Microbiology Reports;Springer;Biomedicine;https://springer.com/40588;;2196-5471;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40590;Bolet�n de la Sociedad Matem�tica Mexicana;Birkh�user;Mathematics;https://springer.com/40590;1405-213X;2296-4495;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40592;Monash bioethics review;Springer;Philosophy;https://springer.com/40592;1321-2753;1836-6716;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40593;International Journal of Artificial Intelligence in Education;Springer;Computer Science;https://springer.com/40593;1560-4292;1560-4306;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
40594;International Journal of STEM Education;Springer;Education;https://springer.com/40594;;2196-7822;Fully Open Access;;878,10;n/a;yes;CC BY;;;;Final EUR APC 2022 CAP and discount considered corrected;;2023-01-05
40596;Academic Psychiatry;Springer;Medicine & Public Health;https://springer.com/40596;1042-9670;1545-7230;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40598;Arnold Mathematical Journal;Springer;Mathematics;https://springer.com/40598;2199-6792;2199-6806;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40609;Global Social Welfare;Springer;Social Sciences;https://springer.com/40609;;2196-8799;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40610;Current Molecular Biology Reports;Springer;Biomedicine;https://springer.com/40610;;2198-6428;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40614;Perspectives on Behavior Science;Springer;Psychology;https://springer.com/40614;2520-8969;2520-8977;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Journal Title updated;;2022-01-03
40615;Journal of Racial and Ethnic Health Disparities;Springer;Medicine & Public Health;https://springer.com/40615;2197-3792;2196-8837;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
40616;The Analysis of Verbal Behavior;Springer;Psychology;https://springer.com/40616;0889-9401;2196-8926;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;"Imprint updated; Publishing model updated; former: Subscription";;2022-01-03
40617;Behavior Analysis in Practice;Springer;Psychology;https://springer.com/40617;1998-1929;2196-8934;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;"Imprint updated; Publishing model updated; former: Subscription";;2022-01-03
40618;Journal of Endocrinological Investigation;Springer;Medicine & Public Health;https://springer.com/40618;;1720-8386;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40619;L'Endocrinologo;Springer;Medicine & Public Health;https://springer.com/40619;1590-170X;1720-8351;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40620;Journal of Nephrology;Springer;Medicine & Public Health;https://springer.com/40620;1121-8428;1724-6059;Open Choice;;;;;CC BY;standard (Oasis);ISSN change, Change of Hybrid Specific Workflow;2020;;;2022-01-03
40621;Injury Epidemiology;BioMed Central;Medicine & Public Health;https://springer.com/40621;;2197-1714;Fully Open Access;;1354,02;n/a;yes;CC BY + CC0;;;;;;2023-01-05
40622;Decision;Springer;Business and Management;https://springer.com/40622;0304-0941;2197-1722;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40623;Earth, Planets and Space;Springer;Earth Sciences;https://springer.com/40623;;1880-5981;Fully Open Access;;993,60;n/a;yes;CC BY;;;;APC 2022 updated;;2023-01-05
40626;Theoretical and Experimental Plant Physiology;Springer;Life Sciences;https://springer.com/40626;;2197-0025;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40627;Complex Analysis and its Synergies;Springer;Mathematics;https://springer.com/40627;2524-7581;2197-120X;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40629;Allergo Journal International;SpringerMedizin;Medicine & Public Health;https://springer.com/40629;;2197-0378;Open Choice;no;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40634;Journal of Experimental Orthopaedics;Springer;Medicine & Public Health;https://springer.com/40634;;2197-1153;Fully Open Access;;1448,30;n/a;yes;CC BY;;;;;;2023-01-05
40635;Intensive Care Medicine Experimental;Springer;Medicine & Public Health;https://springer.com/40635;;2197-425X;Fully Open Access;;1647,72;n/a;yes;CC BY;;;;;;2023-01-05
40636;International Communication of Chinese Culture;Springer;Social Sciences;https://springer.com/40636;2197-4233;2197-4241;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40641;Current Climate Change Reports;Springer;Environment;https://springer.com/40641;;2198-6061;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40643;Bioresources and Bioprocessing;Springer;Chemistry;https://springer.com/40643;;2197-4365;Fully Open Access;;924,00;n/a;yes;CC BY;;Change of Sponsorship Model;2022;No longer fully sponsored as of January 1st, 2022. APC 2022 added.;2022-11-25;2023-03-22
40644;Cancer Imaging;BioMed Central;Medicine & Public Health;https://springer.com/40644;;1470-7330;Fully Open Access;;1547,76;n/a;yes;CC BY + CC0;;;;Journal Title updated. 'EUR APC 2022 DEAL CAP considered' and 'Final EUR APC 2022 CAP and discount considered' corrected;;2023-01-05
40645;Progress in Earth and Planetary Science;Springer;Earth Sciences;https://springer.com/40645;;2197-4284;Fully Open Access;;1114,07;n/a;yes;CC BY;;;;;;2023-01-05
40647;Fudan Journal of the Humanities and Social Sciences;Springer;Social Sciences;https://springer.com/40647;1674-0750;2198-2600;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40648;ROBOMECH Journal;Springer;Engineering;https://springer.com/40648;;2197-4225;Fully Open Access;;910,80;n/a;yes;CC BY;;;;;;2023-01-05
40653;Journal of Child & Adolescent Trauma;Springer;Psychology;https://springer.com/40653;1936-1521;1936-153X;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Journal Title updated;;2022-01-03
40656;History and Philosophy of the Life Sciences;Springer;Philosophy;https://springer.com/40656;0391-9714;1742-6316;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;Standard Hybrid Specific Workflow updated;;2022-01-03
40658;EJNMMI Engineering;Springer;Medicine & Public Health;https://springer.com/40658;;2197-7364;Fully Open Access;;1263,93;n/a;yes;CC BY;;;;EUR APC 2022 DEAL CAP considered and 'Final EUR APC 2022 CAP and discount considered' corrected;;2023-01-05
40659;Biological Research;BioMed Central;Life Sciences;https://springer.com/40659;;0717-6287;Fully Open Access;;1619,69;n/a;yes;CC BY + CC0;;;;;;2023-01-05
40662;Eye and Vision;BioMed Central;Medicine & Public Health;https://springer.com/40662;;2326-0254;Fully Open Access;;1592,00;n/a;yes;CC BY + CC0;;Change of Sponsorship Model;2022;No longer fully sponsored as of May 4th, 2022.;2022-11-25;2023-03-22
40664;Zentralblatt f�r Arbeitsmedizin, Arbeitsschutz und Ergonomie;Springer;Medicine & Public Health;https://springer.com/40664;0944-2502;2198-0713;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2021;former Imprint: SpringerMedizin;;2022-01-03
40670;Medical Science Educator;Springer;Education;https://springer.com/40670;;2156-8650;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40674;Current Treatment Options in Rheumatology;Springer;Medicine & Public Health;https://springer.com/40674;;2198-6002;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40675;Current Sleep Medicine Reports;Springer;Medicine & Public Health;https://springer.com/40675;;2198-6401;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40677;Geoenvironmental Disasters;Springer;Environment;https://springer.com/40677;;2197-8670;Fully Open Access;;709,58;n/a;yes;CC BY;;Change of Sponsorship Model;2020;No longer fully sponsored as of September 25th, 2020.  APC information updated.;2021-11-17;2023-03-22
40684;international journal of precision engineering and manufacturing-green technology;Korean Society for Precision Engineering, co-published with Springer;Engineering;https://springer.com/40684;2288-6206;2198-0810;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40687;Research in the Mathematical Sciences;Springer;Mathematics;https://springer.com/40687;2522-0144;2197-9847;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40688;Contemporary School Psychology;Springer;Psychology;https://springer.com/40688;2159-2020;2161-1505;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40691;Fashion and Textiles;Springer;Chemistry;https://springer.com/40691;;2198-0802;Fully Open Access;;1024,45;n/a;yes;CC BY;;;;Final EUR APC 2022 CAP and discount considered corrected;;2023-01-05
40692;Journal of Computers in Education;Springer;Education;https://springer.com/40692;2197-9987;2197-9995;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2020;;;2022-01-03
40693;Revista Chilena de Historia Natural;BioMed Central;Life Sciences;https://springer.com/40693;;0717-6317;Fully Open Access;;1401,41;n/a;yes;CC BY;;;;EUR APC 2022 DEAL CAP considered and 'Final EUR APC 2022 CAP and discount considered' corrected;;2023-01-05
40694;Fungal Biology and Biotechnology;BioMed Central;Life Sciences;https://springer.com/40694;;2054-3085;Fully Open Access;;1392,54;n/a;yes;CC BY + CC0;;;;Final EUR APC 2022 CAP and discount considered corrected;;2023-01-05
40695;Women's Midlife Health;BioMed Central;Medicine & Public Health;https://springer.com/40695;;2054-2690;Fully Open Access;;1564,92;n/a;yes;CC BY + CC0;;;;;;2023-01-05
40698;European Cytokine Network;John Libbey Eurotext;Biomedicine;https://springer.com/40698;;1952-4005;Subscription-only;;;;;;;;;Sales co-operation: SpringerLink licensing permitted. Subscriptions available from John Libbey Eurotext.;;2022-11-25
40699;European Journal of Dermatology;John Libbey Eurotext;Medicine & Public Health;https://springer.com/40699;;1952-4013;Subscription-only;;;;;;;;;Sales co-operation: SpringerLink licensing permitted. Subscriptions available from John Libbey Eurotext.;;2022-11-25
40702;HMD Praxis der Wirtschaftsinformatik;Springer Vieweg;Computer Science;https://springer.com/40702;1436-3011;2198-2775;Open Choice;;;;;CC BY;standard (Oasis);Change of Hybrid Specific Workflow;2021;;;2022-01-03
40703;International Journal of Geo-Engineering;Springer;Earth Sciences;https://springer.com/40703;2092-9196;2198-2783;Fully Open Access;;1299,96;n/a;yes;CC BY;;Change of Sponsorship Model;2022;No longer fully sponsored as of January 1st, 2022. APC information updated.;2022-11-25;2023-03-22
40708;Brain Informatics;Springer;Computer Science;https://springer.com/40708;2198-4018;2198-4026;Fully Open Access;;612,72;n/a;yes;CC BY;;ISSN change;2020;;;2023-01-05
