SN Journals ID;Journal Title;Imprint;Main Discipline;Journal Homepage URL;pISSN;eISSN;Publishing Model;DEAL active from;Facharzt-zeitschriften;APC;BMC discount;OA License Type;Standard Hybrid Specific Workflow;Changes Within Term;Change Valid from (Year);Comments;Record Added;Record Updated
41394;Spinal Cord Series and Cases;Springer Nature;Biomedicine;https://springer.com/41394;;2058-6124;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
41396;The ISME Journal;Springer Nature;Life Sciences;https://springer.com/41396;1751-7362;1751-7370;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
41397;The Pharmacogenomics Journal;Springer Nature;Biomedicine;https://springer.com/41397;1470-269X;1473-1150;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
41398;Translational Psychiatry;Springer Nature;Medicine & Public Health;https://springer.com/41398;;2158-3188;Fully Open Access;August 2020;;3060,00;0;CC BY;;;;;;
41401;Acta Pharmacologica Sinica;Springer Nature;Biomedicine;https://springer.com/41401;1671-4083;1745-7254;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
41403;Transactions of the Indian National Academy of Engineering;Springer;Engineering;https://springer.com/41403;2662-5415;2662-5423;Open Choice;January 2020;;;;CC BY;standard;Title change;2020;Journal Title updated;;2020-04-09
41405;BDJ Open;Springer Nature;Dentistry;https://springer.com/41405;;2056-807X;Fully Open Access;August 2020;;2170,00;0;CC BY;;;;;;
41408;Blood Cancer Journal;Springer Nature;Biomedicine;https://springer.com/41408;;2044-5385;Fully Open Access;August 2020;;3680,00;0;CC BY;;;;;;
41409;Bone Marrow Transplantation;Springer Nature;Medicine & Public Health;https://springer.com/41409;0268-3369;1476-5365;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
41412;Homo Oeconomicus;Springer;Economics;https://springer.com/41412;;2366-6161;Open Choice;January 2020;;;;CC BY;standard;;;;;
41413;Bone Research;Springer Nature;Medicine & Public Health;https://springer.com/41413;;2095-6231;Fully Open Access;August 2020;;2170,00;0;CC BY;;;;;;
41415;British Dental Journal;Springer Nature;Dentistry;https://springer.com/41415;0007-0610;1476-5373;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
41416;British Journal of Cancer;Springer Nature;Biomedicine;https://springer.com/41416;0007-0920;1532-1827;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
41417;Cancer Gene Therapy;Springer Nature;Biomedicine;https://springer.com/41417;0929-1903;1476-5500;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
41418;Cell Death & Differentiation;Springer Nature;Life Sciences;https://springer.com/41418;1350-9047;1476-5403;Open Choice;January 2020;;;;CC BY;non-standard;;;Journal Title updated;;2020-04-09
41419;Cell Death & Disease;Springer Nature;Life Sciences;https://springer.com/41419;;2041-4889;Fully Open Access;August 2020;;3170,00;0;CC BY;;;;Journal Title updated;;2020-04-09
41420;Cell Death Discovery;Springer Nature;Life Sciences;https://springer.com/41420;;2058-7716;Fully Open Access;August 2020;;1570,00;0;CC BY;;;;;;
41421;Cell Discovery;Springer Nature;Life Sciences;https://springer.com/41421;;2056-5968;Fully Open Access;August 2020;;2380,00;0;CC BY;;;;;;
41422;Cell Research;Springer Nature;Life Sciences;https://springer.com/41422;;1748-7838;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
41423;Cellular & Molecular Immunology;Springer Nature;Biomedicine;https://springer.com/41423;;2042-0226;Open Choice;January 2020;;;;CC BY;non-standard;;;Journal Title updated;;2020-04-09
41427;NPG Asia Materials;Nature Research;Materials Science;https://springer.com/41427;;1884-4057;Fully Open Access;August 2020;;3170,00;0;CC BY;;;;;;
41428;Polymer Journal;Springer Nature;Chemistry;https://springer.com/41428;0032-3896;1349-0540;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
41429;The Journal of Antibiotics;Springer Nature;Life Sciences;https://springer.com/41429;0021-8820;1881-1469;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
41430;European Journal of Clinical Nutrition;Springer Nature;Medicine & Public Health;https://springer.com/41430;0954-3007;1476-5640;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
41431;European Journal of Human Genetics;Springer Nature;Biomedicine;https://springer.com/41431;1018-4813;1476-5438;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
41433;Eye;Springer Nature;Medicine & Public Health;https://springer.com/41433;0950-222X;1476-5454;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
41434;Gene Therapy;Springer Nature;Biomedicine;https://springer.com/41434;0969-7128;1476-5462;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
41435;Genes & Immunity;Springer Nature;Biomedicine;https://springer.com/41435;;1476-5470;Open Choice;January 2020;;;;CC BY;non-standard;;;Journal Title updated;;2020-04-09
41436;Genetics in Medicine;Springer Nature;Biomedicine;https://springer.com/41436;1098-3600;1530-0366;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
41437;Heredity;Springer Nature;Biomedicine;https://springer.com/41437;0018-067X;1365-2540;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
41438;Horticulture Research;Springer Nature;Life Sciences;https://springer.com/41438;;2052-7276;Fully Open Access;August 2020;;1700,00;0;CC BY;;;;;;
41439;Human Genome Variation;Springer Nature;Biomedicine;https://springer.com/41439;;2054-345X;Fully Open Access;August 2020;;1870,00;0;CC BY;;;;APC updated;;2019-11-19
41440;Hypertension Research;Springer Nature;Medicine & Public Health;https://springer.com/41440;0916-9636;1348-4214;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
41443;International Journal of Impotence Research;Springer Nature;Medicine & Public Health;https://springer.com/41443;0955-9930;1476-5489;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
41449;Zeitschrift f�r Arbeitswissenschaft;Springer Vieweg;Engineering;https://springer.com/41449;0340-2444;2366-4681;Open Choice;January 2020;;;;CC BY;standard;;;;;
41463;Humanistic Management Journal;Springer;Philosophy;https://springer.com/41463;2366-603X;2366-6048;Open Choice;January 2020;;;;CC BY;standard;;;;;
41464;Schmalenbach Business Review;Springer;Business and Management;https://springer.com/41464;1439-2917;2194-072X;Open Choice;January 2020;;;;CC BY;standard;;;;;
41465;Journal of Cognitive Enhancement;Springer;Psychology;https://springer.com/41465;2509-3290;2509-3304;Open Choice;January 2020;;;;CC BY;standard;;;;;
41467;Nature Communications;Nature Research;Science, Humanities and Social Sciences, multidisciplinary;https://springer.com/41467;;2041-1723;Fully Open Access;August 2020;;4380,00;0;CC BY;;;;;;
41468;Journal of Applied and Computational Topology;Springer;Mathematics;https://springer.com/41468;2367-1726;2367-1734;Open Choice;January 2020;;;;CC BY;standard;;;;;
41470;Activitas Nervosa Superior;Springer;Psychology;https://springer.com/41470;2510-2788;1802-9698;Open Choice;January 2020;;;;CC BY;standard;;;;;
41471;Schmalenbachs Zeitschrift f�r betriebswirtschaftliche Forschung;Springer Gabler;Business and Management;https://springer.com/41471;0341-2687;2366-6153;Open Choice;January 2020;;;;CC BY;standard;;;;;
41476;Journal of the European Optical Society-Rapid Publications;Springer;Physics;https://springer.com/41476;;1990-2573;Fully Open Access;August 2020;;1690,00;20;CC BY;;;;Journal Title updated;;2020-04-09
41478;The Journal of Analysis;Springer;Mathematics;https://springer.com/41478;;2367-2501;Open Choice;January 2020;;;;CC BY;standard;;;;;
41479;Pneumonia;BioMed Central;Medicine & Public Health;https://springer.com/41479;;2200-6133;Fully Open Access;August 2020;;1790,00;20;CC BY;;;;;;
41512;Diagnostic and Prognostic Research;BioMed Central;Medicine & Public Health;https://springer.com/41512;;2397-7523;Fully Open Access;August 2020;;1790,00;20;CC BY;;;;;;
41513;Journal of Iberian Geology;Springer;Earth Sciences;https://springer.com/41513;1698-6180;1886-7995;Open Choice;January 2020;;;;CC BY;standard;;;;;
41514;npj Aging and Mechanisms of Disease;Nature Research;Biomedicine;https://springer.com/41514;;2056-3973;Fully Open Access;August 2020;;2290,00;0;CC BY;;;;;;
41522;npj Biofilms and Microbiomes;Nature Research;Life Sciences;https://springer.com/41522;;2055-5008;Fully Open Access;August 2020;;2680,00;0;CC BY;;;;;;
41523;npj Breast Cancer;Nature Research;Biomedicine;https://springer.com/41523;;2374-4677;Fully Open Access;August 2020;;2490,00;0;CC BY;;;;;;
41524;npj Computational Materials;Nature Research;Materials Science;https://springer.com/41524;;2057-3960;Fully Open Access;August 2020;;2170,00;0;CC BY;;;;;;
41525;npj Genomic Medicine;Nature Research;Biomedicine;https://springer.com/41525;;2056-7944;Fully Open Access;August 2020;;2680,00;0;CC BY;;;;;;
41526;npj Microgravity;Nature Research;Life Sciences;https://springer.com/41526;;2373-8065;Fully Open Access;August 2020;;2680,00;0;CC BY;;;;;;
41528;npj Flexible Electronics;Nature Research;Materials Science;https://springer.com/41528;;2397-4621;Fully Open Access;August 2020;;2680,00;0;CC BY;;;;;;
41529;npj Materials Degradation;Nature Research;Materials Science;https://springer.com/41529;;2397-2106;Fully Open Access;August 2020;;1690,00;0;CC BY;;;;;;
41531;npj Parkinson's disease;Nature Research;Biomedicine;https://springer.com/41531;;2373-8057;Fully Open Access;August 2020;;2290,00;0;CC BY;;;;;;
41533;npj Primary Care Respiratory Medicine;Nature Research;Medicine & Public Health;https://springer.com/41533;;2055-1010;Fully Open Access;August 2020;;2290,00;0;CC BY;;;;;;
41534;npj Quantum Information;Nature Research;Physics;https://springer.com/41534;;2056-6387;Fully Open Access;August 2020;;2890,00;0;CC BY;;;;;;
41535;npj Quantum Materials;Nature Research;Physics;https://springer.com/41535;;2397-4648;Fully Open Access;August 2020;;1690,00;0;CC BY;;;;;;
41536;npj Regenerative Medicine;Nature Research;Biomedicine;https://springer.com/41536;;2057-3995;Fully Open Access;August 2020;;2680,00;0;CC BY;;;;;;
41537;npj Schizophrenia;Nature Research;Medicine & Public Health;https://springer.com/41537;;2334-265X;Fully Open Access;August 2020;;2680,00;0;CC BY;;;;;;
41538;npj Science of Food;Nature Research;Chemistry;https://springer.com/41538;;2396-8370;Fully Open Access;August 2020;;1690,00;0;CC BY;;;;;;
41539;npj Science of Learning;Nature Research;Life Sciences;https://springer.com/41539;;2056-7936;Fully Open Access;August 2020;;1690,00;0;CC BY;;;;;;
41540;npj Systems Biology and Applications;Nature Research;Life Sciences;https://springer.com/41540;;2056-7189;Fully Open Access;August 2020;;2290,00;0;CC BY;;;;;;
41541;npj Vaccines;Nature Research;Biomedicine;https://springer.com/41541;;2059-0105;Fully Open Access;August 2020;;2680,00;0;CC BY;;;;;;
41542;Occupational Health Science;Springer;Psychology;https://springer.com/41542;2367-0134;2367-0142;Open Choice;January 2020;;;;CC BY;standard;;;;;
41543;Journal of Well-Being Assessment;Springer;Social Sciences;https://springer.com/41543;2509-4629;2509-4637;Open Choice;January 2020;;;;CC BY;standard;;;;;
41545;npj Clean Water;Nature Research;Environment;https://springer.com/41545;;2059-7037;Fully Open Access;August 2020;;2290,00;0;CC BY;;;;;;
41547;Lasers in Dental Science;Springer;Dentistry;https://springer.com/41547;;2367-2587;Open Choice;January 2020;;;;CC BY;standard;;;;;
41549;Journal of Business Cycle Research;Springer;Economics;https://springer.com/41549;2509-7962;2509-7970;Open Choice;January 2020;;;;CC BY;standard;;;;;
41597;Scientific Data;Nature Research;Science, Humanities and Social Sciences, multidisciplinary;https://springer.com/41597;;2052-4463;Fully Open Access;August 2020;;1570,00;0;CC BY;;;;;;
41598;Scientific Reports;Nature Research;Science, Humanities and Social Sciences, multidisciplinary;https://springer.com/41598;;2045-2322;Fully Open Access;August 2020;;1570,00;0;CC BY;;;;;;
41599;Palgrave Communications;Palgrave Macmillan;Science, Humanities and Social Sciences, multidisciplinary;https://springer.com/41599;;2055-1045;Fully Open Access;August 2020;;860,00;0;CC BY;;;;;;
41603;International Journal of Latin American Religions;Springer;Social Sciences;https://springer.com/41603;2509-9957;2509-9965;Open Choice;January 2020;;;;CC BY;standard;;;;;
41605;Radiation Detection Technology and Methods;Springer;Physics;https://springer.com/41605;2509-9930;2509-9949;Open Choice;January 2020;;;;CC BY;standard;;;;;
41606;Sleep Science and Practice;BioMed Central;Medicine & Public Health;https://springer.com/41606;;2398-2683;Fully Open Access;August 2020;;1790,00;20;CC BY;;;;;;
41610;Journal of Ecology and Environment;BioMed Central;Life Sciences;https://springer.com/41610;;2288-1220;Fully Open Access;August 2020;;1745,00;20;CC BY;;;;;;
41612;npj Climate and Atmospheric Science;Nature Research;Earth Sciences;https://springer.com/41612;;2397-3722;Fully Open Access;August 2020;;2290,00;0;CC BY;;;;;;
41614;Reviews of Modern Plasma Physics;Springer;Physics;https://springer.com/41614;;2367-3192;Open Choice;January 2020;;;;CC BY;standard;;;;;
41635;Journal of Hardware and Systems Security;Springer;Engineering;https://springer.com/41635;2509-3428;2509-3436;Open Choice;January 2020;;;;CC BY;standard;;;;;
41636;Historical Archaeology;Springer;Social Sciences;https://springer.com/41636;0440-9213;2328-1103;Open Choice;January 2020;;;;CC BY;standard;;;;;
41649;Asian Bioethics Review;Springer;Philosophy;https://springer.com/41649;1793-8759;1793-9453;Open Choice;January 2020;;;;CC BY;standard;;;;;
41651;Journal of Geovisualization and Spatial Analysis;Springer;Geography;https://springer.com/41651;2509-8810;2509-8829;Open Choice;January 2020;;;;CC BY;standard;;;;;
41660;Process Integration and Optimization for Sustainability;Springer;Engineering;https://springer.com/41660;2509-4238;2509-4246;Open Choice;January 2020;;;;CC BY;standard;;;;;
41664;Journal of Analysis and Testing;Nonferrous Metals Society of China, co-published with Springer;Chemistry;https://springer.com/41664;2096-241X;2509-4696;Open Choice;January 2020;;;;CC BY;standard;;;;;
41666;Journal of Healthcare Informatics Research;Springer;Computer Science;https://springer.com/41666;2509-4971;2509-498X;Open Choice;January 2020;;;;CC BY;standard;;;;;
41682;Zeitschrift f�r Religion, Gesellschaft und Politik;Springer VS;Social Sciences;https://springer.com/41682;2510-1218;2510-1226;Open Choice;January 2020;;;;CC BY;standard;;;;;
41683;ISSS Journal of Micro and Smart Systems;Springer;Engineering;https://springer.com/41683;2509-7989;2509-7997;Open Choice;January 2020;;;;CC BY;standard;;;;;
41685;Asia-Pacific Journal of Regional Science;Springer;Economics;https://springer.com/41685;2509-7946;2509-7954;Open Choice;January 2020;;;;CC BY;standard;;;;;
41686;Journal of Formative Design in Learning;Springer;Education;https://springer.com/41686;;2509-8039;Open Choice;January 2020;;;;CC BY;standard;;;;;
41687;Journal of Patient-Reported Outcomes;Springer;Medicine & Public Health;https://springer.com/41687;;2509-8020;Fully Open Access;August 2020;;1290,00;20;CC BY;;;;;;
41688;Data-Enabled Discovery and Applications;Springer;Engineering;https://springer.com/41688;;2510-1161;Open Choice;January 2020;;;;CC BY;standard;;;;;
41693;Construction Robotics;Springer;Engineering;https://springer.com/41693;2509-811X;2509-8780;Open Choice;January 2020;;;;CC BY;standard;;;;;
41698;npj Precision Oncology;Nature Research;Medicine & Public Health;https://springer.com/41698;;2397-768X;Fully Open Access;August 2020;;2490,00;0;CC BY;;;;;;
41699;npj 2D Materials and Applications;Nature Research;Materials Science;https://springer.com/41699;;2397-7132;Fully Open Access;August 2020;;2290,00;0;CC BY;;;;;;
41701;Corpus Pragmatics;Springer;Linguistics;https://springer.com/41701;2509-9507;2509-9515;Open Choice;January 2020;;;;CC BY;standard;;;;;
41742;International Journal of Environmental Research;Springer;Environment;https://springer.com/41742;1735-6865;2008-2304;Open Choice;January 2020;;;;CC BY;standard;;;;;
41745;Journal of the Indian Institute of Science;Springer;Materials Science;https://springer.com/41745;0970-4140;0019-4964;Open Choice;January 2020;;;;CC BY;standard;;;;;
41746;npj Digital Medicine;Nature Research;Medicine & Public Health;https://springer.com/41746;;2398-6352;Fully Open Access;August 2020;;2290,00;0;CC BY;;;;;;
41747;European Radiology Experimental;Springer;Medicine & Public Health;https://springer.com/41747;;2509-9280;Fully Open Access;August 2020;;1483,25;20;CC BY;;;;;;
41748;Earth Systems and Environment;Springer;Earth Sciences;https://springer.com/41748;2509-9426;2509-9434;Open Choice;January 2020;;;;CC BY;standard;;;;;
41775;Indian Economic Review;Springer;Economics;https://springer.com/41775;0019-4670;2520-1778;Open Choice;January 2020;;;;CC BY;standard;;;;;
41779;Journal of the Australian Ceramic Society;Springer;Materials Science;https://springer.com/41779;2510-1560;2510-1579;Open Choice;January 2020;;;;CC BY;standard;;;;;
41781;Computing and Software for Big Science;Springer;Physics;https://springer.com/41781;2510-2036;2510-2044;Open Choice;January 2020;;;;CC BY;standard;;;;;
41782;Sleep and Vigilance;Springer;Biomedicine;https://springer.com/41782;;2510-2265;Open Choice;January 2020;;;;CC BY;standard;;;;;
41783;Journal of Packaging Technology and Research;Springer;Engineering;https://springer.com/41783;2520-1034;2520-1042;Open Choice;January 2020;;;;CC BY;standard;;;;;
41808;Journal of Elliptic and Parabolic Equations;Birkh�user;Mathematics;https://springer.com/41808;2296-9020;2296-9039;Open Choice;January 2020;;;;CC BY;standard;;;;;
41809;Journal of Cultural Cognitive Science;Springer;Psychology;https://springer.com/41809;2520-100X;2520-1018;Open Choice;January 2020;;;;CC BY;standard;;;;;
41810;Aerosol Science and Engineering;Springer;Earth Sciences;https://springer.com/41810;2510-375X;2510-3768;Open Choice;January 2020;;;;CC BY;standard;;;;;
41811;International Journal of Cognitive Therapy;Springer;Psychology;https://springer.com/41811;;1937-1217;Open Choice;January 2020;;;;CC BY;standard;;;;;
41824;European Journal of Hybrid Imaging;Springer;Medicine & Public Health;https://springer.com/41824;;2510-3636;Fully Open Access;August 2020;;1570,00;20;CC BY;;;;;;
41826;asian archaeology;Springer;Social Sciences;https://springer.com/41826;2520-8098;2520-8101;Open Choice;January 2020;;;;CC BY;standard;;;;;
41870;International Journal of Information Technology;Springer;Computer Science;https://springer.com/41870;2511-2104;2511-2112;Open Choice;January 2020;;;;CC BY;standard;;;;;
41871;Nanomanufacturing and Metrology;International Society for Nanomanufacturing and Tianjin University, co-published with Springer;Engineering;https://springer.com/41871;2520-811X;2520-8128;Open Choice;January 2020;;;;CC BY;standard;;;;;
41872;Life Cycle Reliability and Safety Engineering;Springer;Engineering;https://springer.com/41872;2520-1352;2520-1360;Open Choice;January 2020;;;;CC BY;standard;;;;;
41884;Information Geometry;Springer;Mathematics;https://springer.com/41884;2511-2481;2511-249X;Open Choice;January 2020;;;;CC BY;standard;;;;;
41885;Economics of Disasters and Climate Change;Springer;Economics;https://springer.com/41885;2511-1280;2511-1299;Open Choice;January 2020;;;;CC BY;standard;;;;;
41887;Cambridge Journal of Evidence-Based Policing;Springer;Criminology and Criminal Justice;https://springer.com/41887;;2520-1336;Open Choice;January 2020;;;;CC BY;standard;;;;;
41894;Clinical Dentistry Reviewed;Springer;Dentistry;https://springer.com/41894;;2511-1965;Open Choice;January 2020;;;;CC BY;standard;;;;;
41906;Pflegezeitschrift;SpringerMedizin;Medicine & Public Health;https://springer.com/41906;0945-1129;2520-1816;Subscription-only;January 2020;;;;;;;;;;
41918;Electrochemical Energy Reviews;Shanghai University, co-published with Springer;Chemistry;https://springer.com/41918;2520-8489;2520-8136;Open Choice;January 2020;;;;CC BY;standard;;;;;
41927;BMC Rheumatology;BioMed Central;Medicine & Public Health;https://springer.com/41927;;2520-1026;Fully Open Access;August 2020;;1290,00;20;CC BY + CC0;;;;;;
41939;Multiscale and Multidisciplinary Modeling, Experiments and Design;Springer;Engineering;https://springer.com/41939;2520-8160;2520-8179;Open Choice;January 2020;;;;CC BY;standard;;;;;
41959;Entrepreneurship Education;Springer;Education;https://springer.com/41959;2520-8144;2520-8152;Open Choice;January 2020;;;;CC BY;standard;;;;;
41965;Journal of Membrane Computing;Springer;Computer Science;https://springer.com/41965;2523-8906;2523-8914;Open Choice;January 2020;;;;CC BY;standard;New Start;2019;;;
41969;Journal f�r Klinische Endokrinologie und Stoffwechsel;SpringerMedizin;Medicine & Public Health;https://springer.com/41969;1998-7773;1998-7781;Open Choice;January 2020;yes;;;CC BY;standard;;;Journal Title updated;;2020-04-09
41970;Journal f�r Mineralstoffwechsel & Muskuloskelettale Erkrankungen;SpringerMedizin;Medicine & Public Health;https://springer.com/41970;2412-8260;2412-8287;Open Choice;January 2020;yes;;;CC BY;standard;;;;;
41971;Journal f�r Gastroenterologische und Hepatologische Erkrankungen;SpringerMedizin;Medicine & Public Health;https://springer.com/41971;1728-6263;1728-6271;Open Choice;January 2020;yes;;;CC BY;standard;;;;;
41972;Journal f�r Urologie und Urogyn�kologie/�sterreich;SpringerMedizin;Medicine & Public Health;https://springer.com/41972;1023-6090;1680-9424;Open Choice;January 2020;yes;;;CC BY;standard;;;Journal Title updated;;2020-04-09
41973;Urologie in der Praxis;SpringerMedizin;Medicine & Public Health;https://springer.com/41973;2661-8737;2661-8745;Open Choice;January 2020;yes;;;CC BY;standard;;;;;
41974;Journal f�r Gyn�kologische Endokrinologie/�sterreich;SpringerMedizin;Medicine & Public Health;https://springer.com/41974;1997-6690;1996-1553;Open Choice;January 2020;yes;;;CC BY;standard;;;Journal Title updated;;2020-04-09
41975;Journal f�r Gyn�kologische Endokrinologie/Schweiz;SpringerMedizin;Medicine & Public Health;https://springer.com/41975;1995-6924;2520-8500;Open Choice;January 2020;yes;;;CC BY;standard;;;Journal Title updated;;2020-04-09
41976;Remote Sensing in Earth Systems Sciences;Springer;Geography;https://springer.com/41976;2520-8195;2520-8209;Open Choice;January 2020;;;;CC BY;standard;;;;;
41978;International Journal of the Sociology of Leisure;Springer;Social Sciences;https://springer.com/41978;2520-8683;2520-8691;Open Choice;January 2020;;;;CC BY;standard;;;;;
41979;Journal for STEM Education Research;Springer;Education;https://springer.com/41979;2520-8705;2520-8713;Open Choice;January 2020;;;;CC BY;standard;;;;;
41980;Bulletin of the Iranian Mathematical Society;Springer;Mathematics;https://springer.com/41980;;1735-8515;Open Choice;January 2020;;;;CC BY;standard;;;;;
41981;Journal of Flow Chemistry;Akad�miai Kiad�, co-published with Springer;Chemistry;https://springer.com/41981;2062-249X;2063-0212;Open Choice;January 2020;;;;CC BY;standard;;;;;
41982;Journal of Paleolithic Archaeology;Springer;Social Sciences;https://springer.com/41982;;2520-8217;Open Choice;January 2020;;;;CC BY;standard;;;;;
41996;Journal of Economics, Race, and Policy;Springer;Economics;https://springer.com/41996;2520-8411;2520-842X;Open Choice;January 2020;;;;CC BY;standard;;;;;
41997;Canadian Journal of Public Health;Springer;Medicine & Public Health;https://springer.com/41997;;1920-7476;Open Choice;January 2020;;;;CC BY;standard;;;;;
41999;European Geriatric Medicine;Springer;Medicine & Public Health;https://springer.com/41999;;1878-7657;Open Choice;January 2020;;;;CC BY;standard;;;;;
42000;Hormones;Springer;Medicine & Public Health;https://springer.com/42000;;2520-8721;Open Choice;January 2020;;;;CC BY;standard;;;Journal Title updated;;2020-04-09
42001;Journal of Computational Social Science;Springer;Social Sciences;https://springer.com/42001;2432-2717;2432-2725;Open Choice;January 2020;;;;CC BY;standard;;;;;
42003;Communications Biology;Nature Research;Life Sciences;https://springer.com/42003;;2399-3642;Fully Open Access;August 2020;;2680,00;0;CC BY;;;;;;
42004;Communications Chemistry;Nature Research;Chemistry;https://springer.com/42004;;2399-3669;Fully Open Access;August 2020;;2680,00;0;CC BY;;;;;;
42005;Communications Physics;Nature Research;Physics;https://springer.com/42005;;2399-3650;Fully Open Access;August 2020;;2680,00;0;CC BY;;;;;;
42010;Unterrichtswissenschaft;Springer VS;Education;https://springer.com/42010;0340-4099;2520-873X;Open Choice;January 2020;;;;CC BY;standard;;;Journal Title updated;;2020-04-09
42044;Iran Journal of Computer Science;Springer;Computer Science;https://springer.com/42044;2520-8438;2520-8446;Open Choice;January 2020;;;;CC BY;standard;;;;;
42045;CCF Transactions on Networking;Springer;Computer Science;https://springer.com/42045;2520-8462;2520-8470;Open Choice;January 2020;;;;CC BY;standard;;;;;
42048;Zeitschrift f�r Ethik und Moralphilosophie;J.B. Metzler;Philosophy;https://springer.com/42048;2522-0063;2522-0071;Open Choice;January 2020;;;;CC BY;standard;;;;;
42055;Sustainable Earth;BioMed Central;Environment;https://springer.com/42055;;2520-8748;Fully Open Access;August 2020;;860,00;20;CC BY;;;;;;
42058;Chinese Journal of Academic Radiology;Springer;Medicine & Public Health;https://springer.com/42058;2520-8985;2520-8993;Open Choice;January 2020;;;;CC BY;standard;;;;;
42064;astrodynamics;Tsinghua University Press, co-published with Springer;Engineering;https://springer.com/42064;2522-008X;2522-0098;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
42081;Japanese Journal of Statistics and Data Science;Springer;Statistics;https://springer.com/42081;2520-8756;2520-8764;Open Choice;January 2020;;;;CC BY;standard;;;;;
42087;Human Arenas;Springer;Psychology;https://springer.com/42087;2522-5790;2522-5804;Open Choice;January 2020;;;;CC BY;standard;;;;;
42090;geriatrie-report;SpringerMedizin;Medicine & Public Health;https://springer.com/42090;1862-5363;2520-8950;Subscription-only;January 2020;;;;;;;;;;
42102;Journal of Peridynamics and Nonlocal Modeling;Springer;Engineering;https://springer.com/42102;2522-896X;2522-8978;Open Choice;January 2020;;;;CC BY;standard;New Start;2019;;;
42106;International Journal of Plant Production;Springer;Life Sciences;https://springer.com/42106;1735-8043;1735-6814;Open Choice;January 2020;;;;CC BY;standard;;;;;
42107;Asian Journal of Civil Engineering;Springer;Engineering;https://springer.com/42107;1563-0854;2522-011X;Open Choice;January 2020;;;;CC BY;standard;;;;;
42108;International Journal of Energy and Water Resources;Springer;Environment;https://springer.com/42108;2538-3604;2522-0101;Open Choice;January 2020;;;;CC BY;standard;;;;;
42113;Computational Brain & Behavior;Springer;Psychology;https://springer.com/42113;2522-0861;2522-087X;Open Choice;January 2020;;;;CC BY;standard;;;;;
42114;Advanced Composites and Hybrid Materials;Springer;Materials Science;https://springer.com/42114;2522-0128;2522-0136;Open Choice;January 2020;;;;CC BY;standard;;;;;
42154;Automotive Innovation;Springer;Engineering;https://springer.com/42154;2096-4250;2522-8765;Open Choice;January 2020;;;;CC BY;standard;;;;;
42155;CVIR Endovascular;Springer;Medicine & Public Health;https://springer.com/42155;;2520-8934;Fully Open Access;August 2020;;1060,00;20;CC BY;;;;;;
42161;Journal of Plant Pathology;Springer;Life Sciences;https://springer.com/42161;;2239-7264;Open Choice;January 2020;;;;CC BY;standard;;;;;
42162;Energy Informatics;Springer;Computer Science;https://springer.com/42162;;2520-8942;Fully Open Access;August 2020;;1100,00;20;CC BY;;;;;;
42212;Deutsche Zeitschrift f�r Akupunktur;SpringerMedizin;Medicine & Public Health;https://springer.com/42212;0415-6412;1439-4359;Open Choice;January 2020;yes;;;CC BY;standard;;;;;
42214;journal of international business policy;Palgrave Macmillan;Business and Management;https://springer.com/42214;2522-0691;2522-0705;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
42215;east asian community review;Palgrave Macmillan;Political Science and International Relations;https://springer.com/42215;2522-0675;2522-0683;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
42234;Bioelectronic Medicine;BioMed Central;Biomedicine;https://springer.com/42234;;2332-8886;Fully Open Access;August 2020;;1870,00;20;CC BY;;;;;;
42235;Journal of Bionic Engineering;Science Press, co-published with Springer;Engineering;https://springer.com/42235;1672-6529;2543-2141;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
42240;Journal of Dharma Studies;Springer;Religious Studies;https://springer.com/42240;2522-0926;2522-0934;Open Choice;January 2020;;;;CC BY;standard;;;;;
42241;Journal of Hydrodynamics;Springer;Engineering;https://springer.com/42241;1001-6058;1878-0342;Open Choice;January 2020;;;;CC BY;non-standard;;;;;
42242;Bio-Design and Manufacturing;Zhejiang University Press, co-published with Springer;Engineering;https://springer.com/42242;2096-5524;2522-8552;Open Choice;January 2020;;;;CC BY;standard;;;;;
42243;Journal of Iron and Steel Research International;Springer;Engineering;https://springer.com/42243;1006-706X;2210-3988;Open Choice;January 2020;;;;CC BY;standard;;;Journal Title updated;;2020-04-09
