Status;Revenue Model;Ownership;Society;EUR APC;License Type Offered;General Subject Category
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Wiley-VCH;;CC-BY to all;Chemistry
P-Current publication;OO;N-Society Owned;The Protein Society;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley-VCH;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley-VCH;;CC-BY to all;Life Sciences
P-Current publication;OO;J-Joint Owned;Wiley & Institute of Psychology, Chinese Academy of Sciences;;CC-BY to all;Psychology
P-Current publication;OO;N-Society Owned;Folia Publishing Society;;CC-BY mandate only;Medicine
P-Current publication;OO;N-Society Owned;Japanese Psychogeriatrics Society (JPSG);;CC-BY mandate only;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;British Psychological Society (BPS);;CC-BY mandate only;Psychology
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Psychology
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;Society for Psychophysiological Research;;CC-BY to all;Psychology
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Psychology
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;American Society for Public Administration;;CC-BY mandate only;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Public Financial Publications, Inc.;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Mathematics & Statistics
P-Current publication;OA;N-Society Owned;Econometric Society;Covered by 3rd Party;CC-BY-NC;Business, Economics, Finance & Accounting
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;J-Joint Owned;Blackwell/R & D Management Society;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;American Geophysical Union;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Mathematics & Statistics
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Chemistry
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Humanities
P-Current publication;OO;J-Joint Owned;Blackwell and University of Bologna;;CC-BY to all;Law & Criminology
P-Current publication;OO;N-Society Owned;International Literacy Association;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;American Real Estate and Urban Economics Association;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Regional Science Association International;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Humanities
P-Current publication;OO;N-Society Owned;Rice University, Department of Religious Studies;;CC-BY to all;Humanities
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Earth, Space & Environmental Sciences
P-Current publication;OA;N-Society Owned;Zoological Society of London;1850;CC-BY mandate only;Life Sciences
P-Current publication;OO;J-Joint Owned;Blackwell & Society for Renaissance Studies;;CC-BY to all;Humanities
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Veterinary Medicine
P-Current publication;OA;N-Society Owned;Japan Society for Reproductive Medicine;1440;CC-BY mandate only;Medicine
P-Current publication;OA;N-Society Owned;International Society on Thrombosis and Haemostasis;1804;CC-BY mandate only;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Mathematics & Statistics
P-Current publication;OO;N-Society Owned;The Society of Resource Geology;;CC-BY mandate only;Earth, Space & Environmental Sciences
P-Current publication;OO;N-Society Owned;Asian Pacific Society of Respirology;;CC-BY mandate only;Medicine
P-Current publication;OA;N-Society Owned;Asian Pacific Society of Respirology;900;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;Society for Ecological Restoration;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;British Educational Research Association (BERA);;CC-BY mandate only;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Law & Criminology
P-Current publication;OO;N-Society Owned;The University of New Orleans;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;International Association for Research in Income and Wealth;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;Policy Studies Organization;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Agriculture, Aquaculture & Food Science
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Humanities
P-Current publication;OO;N-Society Owned;American Geophysical Union;;CC-BY to all;Earth, Space & Environmental Sciences
P-Current publication;OO;N-Society Owned;International Labour Organization;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;International Labour Organization;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;Society for Risk Analysis;;CC-BY to all;Mathematics & Statistics
P-Current publication;OO;N-Society Owned;American Risk and Insurance Association;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;Policy Studies Organization;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Earth, Space & Environmental Sciences
P-Current publication;OO;N-Society Owned;Rural Sociological Society (RSS);;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Nordic College of Caring Science;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;N-Society Owned;Scandinavian Foundation for Immunology;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Medicine
P-Current publication;OO;J-Joint Owned;Blackwell & Scandanavian Psychological Associations;;CC-BY to all;Psychology
P-Current publication;OO;N-Society Owned;Danish Society for Theoretical Statistics (DSTS);;CC-BY to all;Mathematics & Statistics
P-Current publication;OO;N-Society Owned;Nordic Political Science Association;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;School Science and Mathematics Association (SSMA);;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Scottish Economic Society;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;N-Society Owned;International Association of Sedimentologists;;CC-BY to all;Earth, Space & Environmental Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley VCH;;CC-BY mandate only;Chemistry
P-Current publication;OO;N-Society Owned;Policy Studies Organization;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;SUBS;N-Society Owned;Society for Information Display;;CTA;Physical Sciences & Engineering
P-Current publication;SUBS;N-Society Owned;American Statistical Association;2083;CTA;Mathematics & Statistics
P-Current publication;OO;J-Joint Owned;Wiley & Department of Geography, National University of Singapore;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley-VCH;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;;;CC-BY mandate only;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Psychology
P-Current publication;OO;N-Society Owned;European Association of Social Anthropologists;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Psychology
P-Current publication;OO;N-Society Owned;Society for the Psychological Study of Social Issues;;CC-BY to all;Psychology
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Southwestern Social Science Association;;CC-BY mandate only;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;European Society for Rural Sociology;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Eastern Sociological Society;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Alpha Kappa Delta: The International Sociology Honor Society;;CC-BY mandate only;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Foundation for Sociology of Health and Illness;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Computer Science  & Information Technology
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Computer Science  & Information Technology
P-Current publication;OO;N-Society Owned;British Society of Soil Science;;CC-BY to all;Earth, Space & Environmental Sciences
P-Current publication;OO;O-Proprietary Owned;;;CC-BY mandate only;Physical Sciences & Engineering
P-Current publication;OO;N-Society Owned;Australasian Sonographers Association;;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;Southern Economic Association;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OA;N-Society Owned;American Geophysical Union;2200;CC-BY to all;Earth, Space & Environmental Sciences
P-Current publication;OO;J-Joint Owned;Blackwell & Special Care Dentistry Association;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Business, Economics, Finance & Accounting
P-Current publication;SUBS;O-Proprietary Owned;Ernst & Sohn;;CTA;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Wiley-VCH;;CC-BY to all;Agriculture, Aquaculture & Food Science
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Mathematics & Statistics
P-Current publication;OO;N-Society Owned;Netherlands Society for Statistics and Operations Research;;CC-BY to all;Mathematics & Statistics
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Mathematics & Statistics
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Mathematics & Statistics
P-Current publication;OO;O-Proprietary Owned;Ernst & Sohn;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Wiley VCH;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;N-Society Owned;AlphaMed Press;;CC-BY mandate only;Life Sciences
P-Current publication;OA;N-Society Owned;AlphaMed Press;1720;CC-BY mandate only;Medicine
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;Strategic Management Society;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Psychology
P-Current publication;OO;N-Society Owned;F�deration Internationale du B�ton;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;The Editorial Board of Studia Linguistica;;CC-BY to all;Humanities
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Mathematics & Statistics
P-Current publication;OO;J-Joint Owned;Blackwell & Association for the Study of Ethnicity and Nationalism;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Population Council;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;American Association of Suicidology;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;N-Society Owned;National Association for Special Educational Needs;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;N-Society Owned;Society;;CC-BY to all;Medicine
P-Current publication;OO;J-Joint Owned;Wiley & ERP Environment;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Swiss Political Science Association;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Society for the Study of Symbolic Interaction;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Humanities
P-Current publication;OO;N-Society Owned;System Dynamics Society;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;Royal Entomological Society;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;J-Joint Owned;Wiley & International Federation for Systems Research;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;International Association for Plant Taxonomy;;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;Teaching Statistics Trust;;CC-BY to all;Mathematics & Statistics
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Humanities
P-Current publication;OO;N-Society Owned;American Geophysical Union;;CC-BY to all;Earth, Space & Environmental Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Earth, Space & Environmental Sciences
P-Current publication;OO;N-Society Owned;TESOL International Association;;CC-BY to all;Humanities
P-Current publication;OO;N-Society Owned;Teachers of English to Speakers of Other Languages, Inc. (TESOLTeachers of English to Speakers of Other Languages, Inc. (TESOL).;;CC-BY to all;Humanities
P-Current publication;OO;N-Society Owned;The American Academy of Addiction Psychiatry (AAAP);;CC-BY mandate only;Nursing, Dentistry & Healthcare
P-Current publication;OO;N-Society Owned;American Association for Anatomy;;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;Melbourne Institute: Applied Economic & Social Research, The University of Melbourne;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;Australian Anthropological Society;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;The London School of Economics;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Psychology
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Medicine
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Medicine
P-Current publication;OA;N-Society Owned;Ecological Society of America;Covered by 3rd Party;CC-BY only;Life Sciences
P-Current publication;OO;N-Society Owned;Canadian Association of Geographers / l'Association canadienne des g�ographes;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Canadian Society for Chemical Engineering;;CC-BY mandate only;Chemistry
P-Current publication;OO;N-Society Owned;Statistical Society of Canada;;CC-BY to all;Mathematics & Statistics
P-Current publication;OO;N-Society Owned;American Counseling Association (ACA);;CC-BY to all;Psychology
P-Current publication;OO;J-Joint Owned;Wiley-VCH, Chemical Society of Japan;;CC-BY mandate only;Chemistry
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Medicine
P-Current publication;OO;J-Joint Owned;John Wiley & Sons Ltd and The Association for the Study of Medical Education;;CC-BY to all;Medicine
P-Current publication;OA;N-Society Owned;International Association of Sedimentologists (IAS);1500;CC-BY only;Earth, Space & Environmental Sciences
P-Current publication;OO;N-Society Owned;Institute of Developing Economies;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;Economic Society of Australia;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;European Bank for Reconstruction and Development;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;World Council of Churches;;CC-BY to all;Humanities
P-Current publication;OO;O-Proprietary Owned;John Wiley & Sons;;CC-BY to all;Computer Science  & Information Technology
P-Current publication;OO;N-Society Owned;EMBO;;CC-BY mandate only;Life Sciences
P-Current publication;OO;N-Society Owned;Royal Geographical Society (with the Institute of British Geographers);;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;American Association of Teachers of German;;CC-BY to all;Humanities
P-Current publication;OO;N-Society Owned;Trustees For Roman Catholic Purposes;;CC-BY to all;Humanities
P-Current publication;OO;J-Joint Owned;Wiley & Howard League;;CC-BY to all;Law & Criminology
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;American Counseling Association (ACA);;CC-BY to all;Psychology
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Humanities
P-Current publication;OO;N-Society Owned;The Society of Analytical Psychology;;CC-BY to all;Psychology
P-Current publication;OO;N-Society Owned;Association for Child and Adolescent Mental Health;;CC-BY mandate only;Psychology
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;Western Governors University;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Creative Education Foundation (CEF);;CC-BY to all;Psychology
P-Current publication;OO;N-Society Owned;Japanese Dermatological Association;;CC-BY mandate only;Medicine
P-Current publication;OO;N-Society Owned;International Society of Protistologists;;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;American Finance Association;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;Southern Finance Association and the Southwestern Finance Association;;CC-BY mandate only;Business, Economics, Finance & Accounting
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Life Sciences
P-Current publication;OO;J-Joint Owned;Blackwell/JOURNAL OF INDUSTRIAL ECONOMICS ( EDITORIAL BOARD) LIMITED;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;Pathological Society;;CC-BY to all;Medicine
P-Current publication;OA;J-Joint Owned;Pathological Society of Great Britain and Ireland & Wiley;1800;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;Physiological Society;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Humanities
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Humanities
P-Current publication;OO;N-Society Owned;Product Development & Management Association;;CC-BY mandate only;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;National Rural Health Association;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;N-Society Owned;Royal Anthropological Institute;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;The Wildlife Society;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Law & Criminology
P-Current publication;OA;N-Society Owned;Kaohsiung Medical University;Covered by 3rd Party;CC-BY mandate only;Medicine
P-Current publication;OO;N-Society Owned;The Triological Society;;CC-BY mandate only;Medicine
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Business, Economics, Finance & Accounting
P-Current publication;OO;J-Joint Owned;Blackwell & The University of Manchester;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;The Millbank Memorial Fund;;CC-BY to all;Nursing, Dentistry & Healthcare
P-Current publication;OO;N-Society Owned;Modern Law Review Ltd;;CC-BY to all;Law & Criminology
P-Current publication;OO;N-Society Owned;Hartford Seminary;;CC-BY to all;Humanities
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Royal College of Obstetricians and Gynaecologists;;CC-BY to all;Medicine
P-Current publication;OO/FREE;N-Society Owned;AlphaMed Press;;CC-BY mandate only;Chemistry
P-Current publication;OO;J-Joint Owned;Blackwell & Remote Sensing and Photogrammetry Society;;CC-BY to all;Earth, Space & Environmental Sciences
P-Current publication;OO;J-Joint Owned;Blackwell & Society for Experimental Biology;;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;Political Quarterly Publishing Co;;CC-BY mandate only;Social & Behavioral Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;Royal Meteorological Society;;CC-BY to all;Earth, Space & Environmental Sciences
P-Current publication;OO;N-Society Owned;The RAND Corporation;;CC-BY mandate only;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;International Literacy Association;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Board of Trustees of The Russian Review;;CC-BY to all;Humanities
P-Current publication;OO;N-Society Owned;Scandinavian Journal of Economics Editorial Board;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;Economic Society of South Africa;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;University of Memphis;;CC-BY to all;Humanities
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Social & Behavioral Sciences
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Business, Economics, Finance & Accounting
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Business, Economics, Finance & Accounting
R-To be sold/Transfrd;SUBS;N-Society Owned;Yale University;;CTA;Humanities
P-Current publication;OA;N-Society Owned;Econometric Society;Covered by 3rd Party;CC-BY-NC;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;Stifielsen Theoria;;CC-BY to all;Humanities
P-Current publication;OO;N-Society Owned;International Society for Apheresis (ISA);;CC-BY to all;Medicine
P-Current publication;OA;J-Joint Owned;Wiley & China Lung Oncology Group;2200;CC-BY to all;Medicine
P-Current publication;OO;J-Joint Owned;Wiley-Blackwell and The Thought Trust;;CC-BY to all;Humanities
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Business, Economics, Finance & Accounting
P-Current publication;OO;N-Society Owned;Royal Dutch Geographical Society / Koninklijk Nederlands Aardrijkskundig;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;Cognitive Science Society;;CC-BY to all;Psychology
P-Current publication;OO;N-Society Owned;Japan Society for Oriental Medicine & Medical and Pharmaceutical Society for WAKAN-YAKU;;CC-BY mandate only;Medicine
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Earth, Space & Environmental Sciences
P-Current publication;OO;N-Society Owned;American Fisheries Society;;CC-BY to all;Agriculture, Aquaculture & Food Science
P-Current publication;OO;N-Society Owned;Royal Geographical Society (with The Institute of British Geographers);;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OA;N-Society Owned;London Mathematical Society;1085;CC-BY to all;Mathematics & Statistics
P-Current publication;OO;N-Society Owned;Philological Society;;CC-BY mandate only;Humanities
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Veterinary Medicine
P-Current publication;OO;N-Society Owned;American Anthropological Association;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;AABB;;CC-BY mandate only;Medicine
P-Current publication;OO;N-Society Owned;British Blood Transfusion Society;;CC-BY mandate only;Medicine
P-Current publication;OA;O-Proprietary Owned;Wiley;1777;CC-BY only;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Medicine
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Medicine
P-Current publication;OO;N-Society Owned;Steunstichtung ESOT;;CC-BY mandate only;Medicine
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Medicine
P-Current publication;OO;N-Society Owned;Founding Council of Tropical Medicine and International Health;;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;International Society of Ultrasound in Obstetrics and Gynecology;;CC-BY mandate only;Medicine
P-Current publication;OO;O-Proprietary Owned;Wiley-VCH;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;O-Proprietary Owned;Blackwell;;CC-BY to all;Veterinary Medicine
P-Current publication;OO;N-Society Owned;American Society for Veterinary Clinical Pathology;;CC-BY to all;Veterinary Medicine
P-Current publication;OO;N-Society Owned;European Society of Veterinary Dermatology;;CC-BY mandate only;Veterinary Medicine
P-Current publication;OA;O-Proprietary Owned;Wiley;1800;CC-BY to all;Veterinary Medicine
P-Current publication;OO;N-Society Owned;American College of Veterinary Ophthalmologists;;CC-BY to all;Veterinary Medicine
P-Current publication;OO;N-Society Owned;American College of Veterinary Radiology;;CC-BY to all;Veterinary Medicine
P-Current publication;OO;N-Society Owned;American College of Veterinary Surgeons;;CC-BY to all;Veterinary Medicine
P-Current publication;OO;J-Joint Owned;Vietnam Acadamy of Science and Technology / Wiley VCH;;CC-BY to all;Chemistry
P-Current publication;OO;N-Society Owned;American Anthropological Association;;CC-BY to all;Social & Behavioral Sciences
P-Current publication;OO;N-Society Owned;International Society of Blood Transfusion;;CC-BY mandate only;Medicine
P-Current publication;OO;N-Society Owned;Chartered Institution of Water and Environmental Management;;CC-BY to all;Earth, Space & Environmental Sciences
P-Current publication;OO;N-Society Owned;Water Environment Federation;;CC-BY to all;Physical Sciences & Engineering
P-Current publication;OO;N-Society Owned;American Geophysical Union;;CC-BY to all;Earth, Space & Environmental Sciences
P-Current publication;OO;N-Society Owned;Royal Meteorological Society;;CC-BY to all;Earth, Space & Environmental Sciences
P-Current publication;OO;N-Society Owned;Weed Science Society of Japan;;CC-BY to all;Agriculture, Aquaculture & Food Science
P-Current publication;OO;N-Society Owned;European Weed Research Society;;CC-BY to all;Agriculture, Aquaculture & Food Science
P-Current publication;OO;N-Society Owned;The Wildlife Society;;CC-BY to all;Life Sciences
P-Current publication;OO;N-Society Owned;The Wildlife Society;;CC-BY to all;Life Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Earth, Space & Environmental Sciences
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Psychology
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Chemistry
P-Current publication;OO;O-Proprietary Owned;Wiley;;CC-BY to all;Mathematics & Statistics
