Status;Revenue Model;Ownership;Owned By;EUR APC;License Type Offered;General Subject Category
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;Nordic Society Oikos;;CC-BY Only;Life Sciences
P-Current publication;HOA;N-Society Owned;American Fisheries Society;;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;HOA;N-Society Owned;American Fisheries Society;;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Humanities
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Mathematics & Statistics
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Mathematics & Statistics
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;OA;O-Proprietary Owned;Blackwell/Hindawi;672;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;British Association of Critical Care Nurses;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;OA;O-Proprietary Owned;Wiley;2310;CC-BY Only;Nursing, Dentistry & Healthcare
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Nursing, Dentistry & Healthcare
Accepting Submissions;OA;N-Society Owned;Chinese Medical Association;TBD;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;Dietitians Association of Australia;;CC-BY Only;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;British Nutrition Foundation;;CC-BY Only;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;American Society for Parentera and Enteral Nutrition;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;The Obesity Society;;CC-BY by mandate only;Medicine
P-Current publication;HOA;N-Society Owned;World Obesity Federation;;CC-BY for all;Medicine
P-Current publication;OA;J-Joint Owned;"Wiley; World Obesity Federations; The Obesity Society";2420;CC-BY for all;Medicine
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Wiley/Hindawi;1301;TBD;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;Oceania Publications;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;Nordic Society OIKOS;;CC-BY Only;Life Sciences
P-Current publication;SUBS;O-Proprietary Owned;Blackwell;;CTA;Business, Economics, Finance & Accounting
P-Current publication;SUBS;O-Proprietary Owned;Blackwell;;CTA;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;Organization of the Petroleum Exporting Countries;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;SUBS;N-Society Owned;American Water Works Association;;CTA;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;College of Optometrists;;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;Japanese Stomatological Society;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;J-Joint Owned;Blackwell & British Association of Oral Surgeons;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Humanities
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;OA;J-Joint Owned;Tianjin Hospital and John Wiley & Sons Australia, Ltd;2100;CC-BY for all;Medicine
N-Not Yet Published;OA;N-Society Owned;American Association of Otolaryngology-Head and Neck Surgery Foundation;1250;CC-BY only;Health Sciences
N-Not Yet Published;HOA;N-Society Owned;American Association of Otolaryngology-Head and Neck Surgery Foundation;;TBD;Health Sciences
P-Current publication;HOA;J-Joint Owned;Blackwell/University of Oxford;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;2211;TBD;Life Sciences
P-Current publication;HOA;J-Joint Owned;Wiley and Hong Kong Economic Association;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;Center for International Studies Inha University;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;J-Joint Owned;Wiley and University of Southern California;;CC-BY for all;Humanities
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY by mandate only;Medicine
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Wiley;2590;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;World Institute of Pain;;CC-BY for all;Medicine
P-Current publication;OA;O-Proprietary Owned;Hindawi;2060;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;Palaeontological Association;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;N-Society Owned;American Geophysical Union;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;N-Society Owned;The Palaeontological Association;;CC-BY for all;Earth, Space & Environmental Sciences
R-To be sold/Transfrd;HOA;N-Society Owned;Regional Science Association International;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Medicine
P-Current publication;OA;O-Proprietary Owned;Hindawi;1735;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;Parlimentary History Yearbook Trust;;CC-BY for all;Humanities
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;J-Joint Owned;Wiley & Japanese Society of Pathology;;CC-BY for all;Medicine
P-Current publication;HOA;J-Joint Owned;Wiley & Peace History Society;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;J-Joint Owned;Wiley and European Academy of Allergy and Clinical Immunology;;CC-BY by mandate only;Medicine
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY by mandate only;Medicine
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY by mandate only;Medicine
P-Current publication;OA;O-Proprietary Owned;Blackwell/Hindawi;1995;CC-BY for all;Medicine
Accepting Submissions;OA;N-Society Owned;Children's Hospital of Chongqing Medical University;Currently Waived;CC-BY only;Health Sciences
P-Current publication;OA;N-Society Owned;Futang Research Center of Pediatric Development;1835;CC-BY exceptions;Medicine
P-Current publication;HOA;N-Society Owned;World Obesity Federation;;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY by mandate only;Medicine
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Medicine
P-Current publication;HOA;N-Society Owned;Japan Pediatric Society;;CC-BY for all;Medicine
P-Current publication;OA;N-Society Owned;British Ecological Society;2120;CC-BY only;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;N-Society Owned;International Association for Relationship Research;;CC-BY for all;Psychology
P-Current publication;HOA;N-Society Owned;Nottingham Healthcare NHS Foundation Trust;;CC-BY for all;Psychology
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Psychology
P-Current publication;OA;O-Proprietary Owned;Blackwell/Hindawi;2168;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;OA;N-Society Owned;American Geophysical Union;No APC;CC-BY only;Earth, Space & Environmental Sciences
P-Current publication;HOA;N-Society Owned;The Guttmacher Institute;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;Society of Chemical Industry;;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Mathematics & Statistics
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Medicine
P-Current publication;OA;J-Joint Owned;Wiley / British Pharmacological Society / American Society for Pharmacology and Experimental Therapeutics;2810;CC-BY for all;Medicine
P-Current publication;HOA;N-Society Owned;Pharmacotherapy Publications, Inc.;;CC-BY by mandate only;Medicine
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Humanities
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Humanities
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Humanities
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Humanities
P-Current publication;HOA;N-Society Owned;Philosophy and Phenomenological Research LLC;;CC-BY for all;Humanities
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Humanities
P-Current publication;HOA;N-Society Owned;American Society for Photobiology;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Medicine
N-Not Yet Published;OA;J-Joint Owned;University of Shanghai for Science and Technology & Wiley-VCH GmbH;Currently Waived;TBD;Physical Sciences & Engineering
P-Current publication;SUBS;O-Proprietary Owned;Wiley-VCH;;CTA;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;Japanese Society of Phycology (JSPH);;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;VHCA;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;Scandinavian Society for Plant Physiology;;CC-BY for all;Life Sciences
P-Current publication;HOA;N-Society Owned;Royal Entomological Society;;CC-BY for all;Life Sciences
P-Current publication;OA;N-Society Owned;American Physiological Society and The Physiological Society;1480;CC-BY only;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Life Sciences
P-Current publication;HOA;N-Society Owned;German Botanical Society;;CC-BY for all;Life Sciences
P-Current publication;OA;J-Joint Owned;Blackwell/Society for Experimental Biology;3470;CC-BY Only;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Life Sciences
P-Current publication;OA;J-Joint Owned;Wiley & American Society of Plant Biologists and Society for Experimental Biology;2180;CC-BY Only;Life Sciences
P-Current publication;HOA;N-Society Owned;British Society for Plant Pathology;;CC-BY for all;Life Sciences
P-Current publication;HOA;N-Society Owned;Society for the Study of Species Biology;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Life Sciences
P-Current publication;OA;J-Joint Owned;Wiley and New Phytologist Trust;1980;CC-BY only;Life Sciences
P-Current publication;OA;N-Society Owned;New Phytologist Trust;2420;CC-BY Only;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;American Academy of Physical Medicine and Rehabilitation;;CC-BY for all;Medicine
P-Current publication;HOA;N-Society Owned;American Anthropological Association;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;Policy Studies Organization (PSO);;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;Policy Studies Organization;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;International Society of Political Psychology;;CC-BY for all;Psychology
P-Current publication;HOA;N-Society Owned;Policy Studies Organization;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;Society of Plastics Engineers;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Wiley/Hindawi;803;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;Society of Plastics Engineers;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;Society of Chemical Industry;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;Population Council;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;The Society of Polulation Ecology;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;OA;N-Society Owned;Chinese Medical Association;Currently Waived;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;Policy Studies Organization;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;1301;TBD;Health Sciences
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Medicine
P-Current publication;OA;N-Society Owned;Jiangsu Cancer Hospital;Covered by 3rd Party;CC-BY only;Medicine
P-Current publication;OA;N-Society Owned;Shandong Cancer Hospital & Institute;Currently Waived;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Medicine
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Medicine
P-Current publication;HOA;N-Society Owned;Center for the Study of the Presidency and Congress;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Mathematics & Statistics
P-Current publication;SUBS;N-Society Owned;Association for Information Science and Technology;;CTA;Computer Science  & Information Technology
P-Current publication;HOA;N-Society Owned;London Mathematical Society;;CC-BY for all;Mathematics & Statistics
P-Current publication;HOA;N-Society Owned;American Institute of Chemical Engineers (AIChE);;CC-BY for all;Chemistry
R-To be sold/Transfrd;HOA;N-Society Owned;Production and Operations Management Society;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Medicine
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Chemistry
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;The Protein Society;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Life Sciences
N-Not Yet Published;OA;O-Proprietary Owned;Wiley;2300;CC-BY only;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Life Sciences
P-Current publication;HOA;J-Joint Owned;Wiley & Institute of Psychology, Chinese Academy of Sciences;;CC-BY for all;Psychology
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Life Sciences
P-Current publication;OA;N-Society Owned;American Psychiatric Association;2700;CC-BY by mandate only;Medicine
P-Current publication;HOA;N-Society Owned;Folia Publishing Society;;CC-BY for all;Medicine
P-Current publication;OA;N-Society Owned;Japanese Society of Psychiatry and Neurology;2250;TBD;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;694;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;Japanese Psychogeriatrics Society (JPSG);;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;British Psychological Society (BPS);;CC-BY for all;Psychology
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Psychology
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Medicine
P-Current publication;HOA;N-Society Owned;Society for Psychophysiological Research;;CC-BY for all;Psychology
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;American Society for Public Administration;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;Public Financial Publications, Inc.;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;OA;O-Proprietary Owned;Wiley;2100;CC-BY only;Medicine
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;OA;N-Society Owned;Pulmonary Vascular Research Institute;1940;CC-BY for all;Health Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Health Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Mathematics & Statistics
N-Not Yet Published;OA;N-Society Owned;Higher Education Press;TBD;TBD;Life Sciences
P-Current publication;OA;N-Society Owned;Econometric Society;Covered by 3rd Party;CC-BY exceptions;Business, Economics, Finance & Accounting
P-Current publication;OA;O-Proprietary Owned;Wiley/Hindawi;672;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;Royal Meteorological Society;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;J-Joint Owned;Blackwell/R & D Management Society;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;American Geophysical Union;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Health Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Mathematics & Statistics
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Chemistry
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Humanities
P-Current publication;HOA;J-Joint Owned;Blackwell and University of Bologna;;CC-BY for all;Law & Criminology
P-Current publication;HOA;N-Society Owned;International Literacy Association;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;American Real Estate and Urban Economics Association;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;SUBS;O-Proprietary Owned;Wiley;;CTA;Social & Behavioral Sciences
R-To be sold/Transfrd;HOA;N-Society Owned;Regional Science Association International;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Health Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Humanities
P-Current publication;HOA;N-Society Owned;Rice University, Department of Religious Studies;;CC-BY for all;Humanities
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;OA;N-Society Owned;Zoological Society of London;2640;CC-BY by mandate only;Life Sciences
P-Current publication;HOA;J-Joint Owned;Blackwell & Society for Renaissance Studies;;CC-BY for all;Humanities
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Veterinary Medicine
P-Current publication;OA;N-Society Owned;Japan Society for Reproductive Medicine;1650;CC-BY for all;Medicine
P-Current publication;OA;O-Proprietary Owned;Wiley;2150;CC-BY only;Health Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Mathematics & Statistics
P-Current publication;HOA;N-Society Owned;The Society of Resource Geology;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;N-Society Owned;Asian Pacific Society of Respirology;;CC-BY for all;Medicine
P-Current publication;OA;N-Society Owned;Asian Pacific Society of Respirology;990;CC-BY for all;Medicine
Accepting Submissions;OA;N-Society Owned;Southeast University;TBD;TBD;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;Society for Ecological Restoration;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;British Educational Research Association (BERA);;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Law & Criminology
P-Current publication;HOA;N-Society Owned;The University of New Orleans;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;International Association for Research in Income and Wealth;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;Policy Studies Organization;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Humanities
P-Current publication;HOA;N-Society Owned;American Geophysical Union;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;N-Society Owned;International Labour Organization;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;International Labour Organization;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;OA;N-Society Owned;Chinese Medical Association Publishing House and Chinese Medical Association;Currently Waived;CC-BY by mandate only;Health Sciences
P-Current publication;HOA;N-Society Owned;Society for Risk Analysis;;CC-BY for all;Mathematics & Statistics
P-Current publication;HOA;N-Society Owned;American Risk and Insurance Association;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;HOA;N-Society Owned;Policy Studies Organization;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;OA;N-Society Owned;China Institute of Water Resources and Hydropower Research;Currently Waived;CC-BY only;Life Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;N-Society Owned;Rural Sociological Society (RSS);;CC-BY for all;Social & Behavioral Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;694;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;Nordic College of Caring Science;;CC-BY for all;Nursing, Dentistry & Healthcare
P-Current publication;HOA;N-Society Owned;Scandinavian Foundation for Immunology;;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Medicine
P-Current publication;HOA;J-Joint Owned;Blackwell & Scandanavian Psychological Associations;;CC-BY for all;Psychology
P-Current publication;HOA;N-Society Owned;Danish Society for Theoretical Statistics (DSTS);;CC-BY for all;Mathematics & Statistics
P-Current publication;HOA;N-Society Owned;Nordic Political Science Association;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;OA;O-Proprietary Owned;Wiley/Hindawi;1301;TBD;Life Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Health Sciences
P-Current publication;HOA;N-Society Owned;School Science and Mathematics Association (SSMA);;CC-BY for all;Social & Behavioral Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;1301;TBD;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;1735;TBD;Social Sciences & Humanities
P-Current publication;OA;O-Proprietary Owned;Hindawi;803;TBD;Life Sciences
P-Current publication;HOA;N-Society Owned;Scottish Economic Society;;CC-BY for all;Business, Economics, Finance & Accounting
P-Current publication;OA;O-Proprietary Owned;Wiley/Hindawi;2211;TBD;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;International Association of Sedimentologists;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Medicine
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY by mandate only;Chemistry
P-Current publication;HOA;N-Society Owned;Policy Studies Organization;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;OA;O-Proprietary Owned;Hindawi;2211;TBD;Physical Sciences & Engineering
P-Current publication;SUBS;N-Society Owned;Society for Information Display;;CTA;Physical Sciences & Engineering
P-Current publication;HOA;J-Joint Owned;Wiley & Department of Geography, National University of Singapore;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;OA;N-Society Owned;British Association of Dermatologists;1900;CC-BY only;Medicine
P-Current publication;OA;O-Proprietary Owned;Blackwell;2230;CC-BY for all;Medicine
P-Current publication;OA;O-Proprietary Owned;Hindawi;694;TBD;Health Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley-VCH;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;OA;O-Proprietary Owned;Wiley;4570;CC-BY only;General & Introductory Materials Science
P-Current publication;OA;O-Proprietary Owned;Wiley;2750;CC-BY for all;Physical Sciences & Engineering
N-Not Yet Published;OA;N-Society Owned;TBD;Currently Waived;CC-BY only;Physical Sciences & Engineering
P-Current publication;OA;N-Society Owned;Dalian University of Technology;Currently Waived;CC-BY only;Physical Sciences & Engineering
P-Current publication;OA;J-Joint Owned;Wiley and Tianjin University;3519;CC-BY only;Physical Sciences & Engineering
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Psychology
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Psychology
P-Current publication;HOA;N-Society Owned;Society for the Psychological Study of Social Issues;;CC-BY for all;Psychology
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;Southwestern Social Science Association;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;European Society for Rural Sociology;;CC-BY by mandate only;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;Eastern Sociological Society;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;Alpha Kappa Delta: The International Sociology Honor Society;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;O-Proprietary Owned;Blackwell;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;N-Society Owned;Foundation for Sociology of Health and Illness;;CC-BY for all;Social & Behavioral Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Computer Science  & Information Technology
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Computer Science  & Information Technology
P-Current publication;HOA;N-Society Owned;Soil Science Society of America;;CC-BY for all;Agriculture, Aquaculture & Food Science
P-Current publication;HOA;N-Society Owned;British Society of Soil Science;;CC-BY for all;Earth, Space & Environmental Sciences
P-Current publication;HOA;O-Proprietary Owned;Wiley;;CC-BY for all;Physical Sciences & Engineering
P-Current publication;HOA;N-Society Owned;Australasian Sonographers Association;;CC-BY for all;Medicine
P-Current publication;HOA;N-Society Owned;Economic Society of South Africa;;CC-BY for all;Business, Economics, Finance & Accounting
