SN Journals ID;Journal Title;Imprint;Main Discipline;Journal Homepage URL;pISSN;eISSN;Publishing Model;DEAL active from;Facharzt-zeitschrift;APC;BMC discount;OA License Type;Standard Hybrid Specific Workflow;Changes Within Term;Change Valid from (Year);Comments;Record Added;Record Updated
41436;Genetics in Medicine;Springer Nature;Biomedicine;https://springer.com/41436;1098-3600;1530-0366;Open Choice;January 2020;n/a;;n/a;CC BY;no;;;;;
41437;Heredity;Springer Nature;Biomedicine;https://springer.com/41437;0018-067X;1365-2540;Open Choice;January 2020;n/a;;n/a;CC BY;no;;;;;
41438;Horticulture Research;Springer Nature;Life Sciences;https://springer.com/41438;;2052-7276;Fully Open Access;August 2020;n/a;1700;0;CC BY;n/a;;;;;
41439;Human Genome Variation;Springer Nature;Biomedicine;https://springer.com/41439;;2054-345X;Fully Open Access;August 2020;n/a;1870;0;CC BY;n/a;;;APC updated;;2019-11-19
41440;Hypertension Research;Springer Nature;Medicine & Public Health;https://springer.com/41440;0916-9636;1348-4214;Open Choice;January 2020;n/a;;n/a;CC BY;no;;;;;
41443;International Journal of Impotence Research;Springer Nature;Medicine & Public Health;https://springer.com/41443;0955-9930;1476-5489;Open Choice;January 2020;n/a;;n/a;CC BY;no;;;;;
41449;Zeitschrift f�r Arbeitswissenschaft;Springer Vieweg;Engineering;https://link.springer.com/journal/41449;0340-2444;2366-4681;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41463;Humanistic Management Journal;Springer;Philosophy;https://link.springer.com/journal/41463;2366-603X;2366-6048;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41464;Schmalenbach Business Review;Springer;Business and Management;https://link.springer.com/journal/41464;1439-2917;2194-072X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41465;Journal of Cognitive Enhancement;Springer;Psychology;https://link.springer.com/journal/41465;2509-3290;2509-3304;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41467;Nature Communications;Nature Research;Science, Humanities and Social Sciences, multidisciplinary;https://springer.com/41467;;2041-1723;Fully Open Access;August 2020;n/a;4380;0;CC BY;n/a;;;;;
41468;Journal of Applied and Computational Topology;Springer;Mathematics;https://link.springer.com/journal/41468;2367-1726;2367-1734;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41470;Activitas Nervosa Superior;Springer;Psychology;https://link.springer.com/journal/41470;2510-2788;1802-9698;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41471;Schmalenbachs Zeitschrift f�r betriebswirtschaftliche Forschung;Springer Gabler;Business and Management;https://link.springer.com/journal/41471;0341-2687;2366-6153;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41476;Journal of the European Optical Society - Rapid Publications;Springer;Physics;https://link.springer.com/journal/41476;;1990-2573;Fully Open Access;August 2020;n/a;1690;20;CC BY;n/a;;;;;
41478;The Journal of Analysis;Springer;Mathematics;https://link.springer.com/journal/41478;;2367-2501;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41479;Pneumonia;BioMed Central;Medicine & Public Health;https://link.springer.com/journal/41479;;2200-6133;Fully Open Access;August 2020;n/a;1790;20;CC BY;n/a;;;;;
41512;Diagnostic and Prognostic Research;BioMed Central;Medicine & Public Health;https://link.springer.com/journal/41512;;2397-7523;Fully Open Access;August 2020;n/a;1790;20;CC BY;n/a;;;;;
41513;Journal of Iberian Geology;Springer;Earth Sciences;https://link.springer.com/journal/41513;1698-6180;1886-7995;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41514;npj Aging and Mechanisms of Disease;Nature Research;Biomedicine;https://springer.com/41514;;2056-3973;Fully Open Access;August 2020;n/a;2290;0;CC BY;n/a;;;;;
41522;npj Biofilms and Microbiomes;Nature Research;Life Sciences;https://springer.com/41522;;2055-5008;Fully Open Access;August 2020;n/a;2680;0;CC BY;n/a;;;;;
41523;npj Breast Cancer;Nature Research;Biomedicine;https://springer.com/41523;;2374-4677;Fully Open Access;August 2020;n/a;2490;0;CC BY;n/a;;;;;
41524;npj Computational Materials;Nature Research;Materials Science;https://springer.com/41524;;2057-3960;Fully Open Access;August 2020;n/a;2170;0;CC BY;n/a;;;;;
41525;npj Genomic Medicine;Nature Research;Biomedicine;https://springer.com/41525;;2056-7944;Fully Open Access;August 2020;n/a;2680;0;CC BY;n/a;;;;;
41526;npj Microgravity;Nature Research;Life Sciences;https://springer.com/41526;;2373-8065;Fully Open Access;August 2020;n/a;2680;0;CC BY;n/a;;;;;
41528;npj Flexible Electronics;Nature Research;Materials Science;https://springer.com/41528;;2397-4621;Fully Open Access;August 2020;n/a;2680;0;CC BY;n/a;;;;;
41529;npj Materials Degradation;Nature Research;Materials Science;https://springer.com/41529;;2397-2106;Fully Open Access;August 2020;n/a;1690;0;CC BY;n/a;;;;;
41531;npj Parkinson's disease;Nature Research;Biomedicine;https://springer.com/41531;;2373-8057;Fully Open Access;August 2020;n/a;2290;0;CC BY;n/a;;;;;
41533;npj Primary Care Respiratory Medicine;Nature Research;Medicine & Public Health;https://springer.com/41533;;2055-1010;Fully Open Access;August 2020;n/a;2290;0;CC BY;n/a;;;;;
41534;npj Quantum Information;Nature Research;Physics;https://springer.com/41534;;2056-6387;Fully Open Access;August 2020;n/a;2890;0;CC BY;n/a;;;;;
41535;npj Quantum Materials;Nature Research;Physics;https://springer.com/41535;;2397-4648;Fully Open Access;August 2020;n/a;1690;0;CC BY;n/a;;;;;
41536;npj Regenerative Medicine;Nature Research;Biomedicine;https://springer.com/41536;;2057-3995;Fully Open Access;August 2020;n/a;2680;0;CC BY;n/a;;;;;
41537;npj Schizophrenia;Nature Research;Medicine & Public Health;https://springer.com/41537;;2334-265X;Fully Open Access;August 2020;n/a;2680;0;CC BY;n/a;;;;;
41538;npj Science of Food;Nature Research;Chemistry;https://springer.com/41538;;2396-8370;Fully Open Access;August 2020;n/a;1690;0;CC BY;n/a;;;;;
41539;npj Science of Learning;Nature Research;Life Sciences;https://springer.com/41539;;2056-7936;Fully Open Access;August 2020;n/a;1690;0;CC BY;n/a;;;;;
41540;npj Systems Biology and Applications;Nature Research;Life Sciences;https://springer.com/41540;;2056-7189;Fully Open Access;August 2020;n/a;2290;0;CC BY;n/a;;;;;
41541;npj Vaccines;Nature Research;Biomedicine;https://springer.com/41541;;2059-0105;Fully Open Access;August 2020;n/a;2680;0;CC BY;n/a;;;;;
41542;Occupational Health Science;Springer;Psychology;https://link.springer.com/journal/41542;2367-0134;2367-0142;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41543;Journal of Well-Being Assessment;Springer;Social Sciences;https://link.springer.com/journal/41543;2509-4629;2509-4637;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41545;npj Clean Water;Nature Research;Environment;https://springer.com/41545;;2059-7037;Fully Open Access;August 2020;n/a;2290;0;CC BY;n/a;;;;;
41547;Lasers in Dental Science;Springer;Dentistry;https://link.springer.com/journal/41547;;2367-2587;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41549;Journal of Business Cycle Research;Springer;Economics;https://link.springer.com/journal/41549;2509-7962;2509-7970;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41597;Scientific Data;Nature Research;Science, Humanities and Social Sciences, multidisciplinary;https://springer.com/41597;;2052-4463;Fully Open Access;August 2020;n/a;1570;0;CC BY;n/a;;;;;
41598;Scientific Reports;Nature Research;Science, Humanities and Social Sciences, multidisciplinary;https://springer.com/41598;;2045-2322;Fully Open Access;August 2020;n/a;1570;0;CC BY;n/a;;;;;
41599;Palgrave Communications;Palgrave Macmillan;Science, Humanities and Social Sciences, multidisciplinary;https://www.nature.com/palcomms/;;2055-1045;Fully Open Access;August 2020;n/a;860;0;CC BY;n/a;;;;;
41603;International Journal of Latin American Religions;Springer;Social Sciences;https://link.springer.com/journal/41603;2509-9957;2509-9965;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41605;Radiation Detection Technology and Methods;Springer;Physics;https://link.springer.com/journal/41605;2509-9930;2509-9949;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41606;Sleep Science and Practice;BioMed Central;Medicine & Public Health;https://link.springer.com/journal/41606;;2398-2683;Fully Open Access;August 2020;n/a;1790;20;CC BY;n/a;;;;;
41610;Journal of Ecology and Environment;BioMed Central;Life Sciences;https://link.springer.com/journal/41610;;2288-1220;Fully Open Access;August 2020;n/a;1745;20;CC BY;n/a;;;;;
41612;npj Climate and Atmospheric Science;Nature Research;Earth Sciences;https://springer.com/41612;;2397-3722;Fully Open Access;August 2020;n/a;2290;0;CC BY;n/a;;;;;
41614;Reviews of Modern Plasma Physics;Springer;Physics;https://link.springer.com/journal/41614;;2367-3192;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41635;Journal of Hardware and Systems Security;Springer;Engineering;https://link.springer.com/journal/41635;2509-3428;2509-3436;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41636;Historical Archaeology;Springer;Social Sciences;https://link.springer.com/journal/41636;0440-9213;2328-1103;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41649;Asian Bioethics Review;Springer;Philosophy;https://link.springer.com/journal/41649;1793-8759;1793-9453;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41651;Journal of Geovisualization and Spatial Analysis;Springer;Geography;https://link.springer.com/journal/41651;2509-8810;2509-8829;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41660;Process Integration and Optimization for Sustainability;Springer;Engineering;https://link.springer.com/journal/41660;2509-4238;2509-4246;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41664;Journal of Analysis and Testing;Nonferrous Metals Society of China, co-published with Springer;Chemistry;https://link.springer.com/journal/41664;2096-241X;2509-4696;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41666;Journal of Healthcare Informatics Research;Springer;Computer Science;https://link.springer.com/journal/41666;2509-4971;2509-498X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41682;Zeitschrift f�r Religion, Gesellschaft und Politik;Springer VS;Social Sciences;https://link.springer.com/journal/41682;2510-1218;2510-1226;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41683;ISSS Journal of Micro and Smart Systems;Springer;Engineering;https://link.springer.com/journal/41683;2509-7989;2509-7997;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41685;Asia-Pacific Journal of Regional Science;Springer;Economics;https://link.springer.com/journal/41685;2509-7946;2509-7954;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41686;Journal of Formative Design in Learning;Springer;Education;https://link.springer.com/journal/41686;;2509-8039;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41687;Journal of Patient-Reported Outcomes;Springer;Medicine & Public Health;https://link.springer.com/journal/41687;;2509-8020;Fully Open Access;August 2020;n/a;1290;20;CC BY;n/a;;;;;
41688;Data-Enabled Discovery and Applications;Springer;Engineering;https://link.springer.com/journal/41688;;2510-1161;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41693;Construction Robotics;Springer;Engineering;https://link.springer.com/journal/41693;2509-811X;2509-8780;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41698;npj Precision Oncology;Nature Research;Medicine & Public Health;https://springer.com/41698;;2397-768X;Fully Open Access;August 2020;n/a;2490;0;CC BY;n/a;;;;;
41699;npj 2D Materials and Applications;Nature Research;Materials Science;https://springer.com/41699;;2397-7132;Fully Open Access;August 2020;n/a;2290;0;CC BY;n/a;;;;;
41701;Corpus Pragmatics;Springer;Linguistics;https://link.springer.com/journal/41701;2509-9507;2509-9515;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41742;International Journal of Environmental Research;Springer;Environment;https://link.springer.com/journal/41742;1735-6865;2008-2304;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41745;Journal of the Indian Institute of Science;Springer;Materials Science;https://link.springer.com/journal/41745;0970-4140;0019-4964;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41746;npj Digital Medicine;Nature Research;Medicine & Public Health;https://springer.com/41746;;2398-6352;Fully Open Access;August 2020;n/a;2290;0;CC BY;n/a;;;;;
41747;European Radiology Experimental;Springer;Medicine & Public Health;https://link.springer.com/journal/41747;;2509-9280;Fully Open Access;August 2020;n/a;1483;20;CC BY;n/a;;;;;
41748;Earth Systems and Environment;Springer;Earth Sciences;https://link.springer.com/journal/41748;2509-9426;2509-9434;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41775;Indian Economic Review;Springer;Economics;https://link.springer.com/journal/41775;0019-4670;2520-1778;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41779;Journal of the Australian Ceramic Society;Springer;Materials Science;https://link.springer.com/journal/41779;2510-1560;2510-1579;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41781;Computing and Software for Big Science;Springer;Physics;https://link.springer.com/journal/41781;2510-2036;2510-2044;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41782;Sleep and Vigilance;Springer;Biomedicine;https://link.springer.com/journal/41782;;2510-2265;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41783;Journal of Packaging Technology and Research;Springer;Engineering;https://link.springer.com/journal/41783;2520-1034;2520-1042;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41808;Journal of Elliptic and Parabolic Equations;Birkh�user;Mathematics;https://link.springer.com/journal/41808;2296-9020;2296-9039;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41809;Journal of Cultural Cognitive Science;Springer;Psychology;https://link.springer.com/journal/41809;2520-100X;2520-1018;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41810;Aerosol Science and Engineering;Springer;Earth Sciences;https://link.springer.com/journal/41810;2510-375X;2510-3768;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41811;International Journal of Cognitive Therapy;Springer;Psychology;https://link.springer.com/journal/41811;;1937-1217;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41824;European Journal of Hybrid Imaging;Springer;Medicine & Public Health;https://link.springer.com/journal/41824;;2510-3636;Fully Open Access;August 2020;n/a;1570;20;CC BY;n/a;;;;;
41826;asian archaeology;Springer;Social Sciences;https://link.springer.com/journal/41826;2520-8098;2520-8101;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41870;International Journal of Information Technology;Springer;Computer Science;https://link.springer.com/journal/41870;2511-2104;2511-2112;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41871;Nanomanufacturing and Metrology;International Society for Nanomanufacturing and Tianjin University, co-published with Springer;Engineering;https://link.springer.com/journal/41871;2520-811X;2520-8128;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41872;Life Cycle Reliability and Safety Engineering;Springer;Engineering;https://link.springer.com/journal/41872;2520-1352;2520-1360;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41884;Information Geometry;Springer;Mathematics;https://link.springer.com/journal/41884;2511-2481;2511-249X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41885;Economics of Disasters and Climate Change;Springer;Economics;https://link.springer.com/journal/41885;2511-1280;2511-1299;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41887;Cambridge Journal of Evidence-Based Policing;Springer;Criminology and Criminal Justice;https://link.springer.com/journal/41887;;2520-1336;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41894;Clinical Dentistry Reviewed;Springer;Dentistry;https://link.springer.com/journal/41894;;2511-1965;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41906;Pflegezeitschrift;SpringerMedizin;Medicine & Public Health;https://link.springer.com/journal/41906;0945-1129;2520-1816;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
41918;Electrochemical Energy Reviews;Shanghai University, co-published with Springer;Chemistry;https://link.springer.com/journal/41918;2520-8489;2520-8136;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41927;BMC Rheumatology;BioMed Central;Medicine & Public Health;https://link.springer.com/journal/41927;;2520-1026;Fully Open Access;August 2020;n/a;1290;20;CC BY + CC0;n/a;;;;;
41939;Multiscale and Multidisciplinary Modeling, Experiments and Design;Springer;Engineering;https://link.springer.com/journal/41939;2520-8160;2520-8179;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41959;Entrepreneurship Education;Springer;Education;https://link.springer.com/journal/41959;2520-8144;2520-8152;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41965;Journal of Membrane Computing;Springer;Computer Science;https://link.springer.com/journal/41965;2523-8906;2523-8914;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
41969;Austrian Journal of Clinical Endocrinology and Metabolism;SpringerMedizin;Medicine & Public Health;https://link.springer.com/journal/41969;1998-7773;1998-7781;Open Choice;January 2020;yes;;n/a;CC BY;yes;;;;;
41970;Journal f�r Mineralstoffwechsel & Muskuloskelettale Erkrankungen;SpringerMedizin;Medicine & Public Health;https://link.springer.com/journal/41970;2412-8260;2412-8287;Open Choice;January 2020;yes;;n/a;CC BY;yes;;;;;
41971;Journal f�r Gastroenterologische und Hepatologische Erkrankungen;SpringerMedizin;Medicine & Public Health;https://link.springer.com/journal/41971;1728-6263;1728-6271;Open Choice;January 2020;yes;;n/a;CC BY;yes;;;;;
41972;Journal f�r Urologie und Urogyn�kologie / �sterreich;SpringerMedizin;Medicine & Public Health;https://link.springer.com/journal/41972;1023-6090;1680-9424;Open Choice;January 2020;yes;;n/a;CC BY;yes;;;;;
41973;Urologie in der Praxis;SpringerMedizin;Medicine & Public Health;https://link.springer.com/journal/41973;2661-8737;2661-8745;Open Choice;January 2020;yes;;n/a;CC BY;yes;;;;;
41974;Journal f�r Gyn�kologische Endokrinologie / �sterreich;SpringerMedizin;Medicine & Public Health;https://link.springer.com/journal/41974;1997-6690;1996-1553;Open Choice;January 2020;yes;;n/a;CC BY;yes;;;;;
41975;Journal f�r Gyn�kologische Endokrinologie / Schweiz;SpringerMedizin;Medicine & Public Health;https://link.springer.com/journal/41975;1995-6924;2520-8500;Open Choice;January 2020;yes;;n/a;CC BY;yes;;;;;
41976;Remote Sensing in Earth Systems Sciences;Springer;Geography;https://link.springer.com/journal/41976;2520-8195;2520-8209;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41978;International Journal of the Sociology of Leisure;Springer;Social Sciences;https://link.springer.com/journal/41978;2520-8683;2520-8691;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41979;Journal for STEM Education Research;Springer;Education;https://link.springer.com/journal/41979;2520-8705;2520-8713;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41980;Bulletin of the Iranian Mathematical Society;Springer;Mathematics;https://link.springer.com/journal/41980;;1735-8515;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41981;Journal of Flow Chemistry;Akad�miai Kiad�, co-published with Springer;Chemistry;https://link.springer.com/journal/41981;2062-249X;2063-0212;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41982;Journal of Paleolithic Archaeology;Springer;Social Sciences;https://link.springer.com/journal/41982;;2520-8217;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41996;Journal of Economics, Race, and Policy;Springer;Economics;https://link.springer.com/journal/41996;2520-8411;2520-842X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41997;Canadian Journal of Public Health;Springer;Medicine & Public Health;https://link.springer.com/journal/41997;;1920-7476;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
41999;European Geriatric Medicine;Springer;Medicine & Public Health;https://link.springer.com/journal/41999;;1878-7657;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42000;Hormones - International Journal of Endocrinology and Metabolism;Springer;Medicine & Public Health;https://link.springer.com/journal/42000;;2520-8721;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42001;Journal of Computational Social Science;Springer;Social Sciences;https://link.springer.com/journal/42001;2432-2717;2432-2725;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42003;Communications Biology;Nature Research;Life Sciences;https://springer.com/42003;;2399-3642;Fully Open Access;August 2020;n/a;2680;0;CC BY;n/a;;;;;
42004;Communications Chemistry;Nature Research;Chemistry;https://springer.com/42004;;2399-3669;Fully Open Access;August 2020;n/a;2680;0;CC BY;n/a;;;;;
42005;Communications Physics;Nature Research;Physics;https://springer.com/42005;;2399-3650;Fully Open Access;August 2020;n/a;2680;0;CC BY;n/a;;;;;
42010;Unterrichtswissenschaft :: Zeitschrift f�r Lernforschung;Springer VS;Education;https://link.springer.com/journal/42010;0340-4099;2520-873X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42044;Iran Journal of Computer Science;Springer;Computer Science;https://link.springer.com/journal/42044;2520-8438;2520-8446;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42045;CCF Transactions on Networking;Springer;Computer Science;https://link.springer.com/journal/42045;2520-8462;2520-8470;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42048;Zeitschrift f�r Ethik und Moralphilosophie;J.B. Metzler;Philosophy;https://link.springer.com/journal/42048;2522-0063;2522-0071;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42055;Sustainable Earth;BioMed Central;Environment;https://link.springer.com/journal/42055;;2520-8748;Fully Open Access;August 2020;n/a;860;20;CC BY;n/a;;;;;
42058;Chinese Journal of Academic Radiology;Springer;Medicine & Public Health;https://link.springer.com/journal/42058;2520-8985;2520-8993;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42064;astrodynamics;Tsinghua University Press, co-published with Springer;Engineering;https://link.springer.com/journal/42064;2522-008X;2522-0098;Open Choice;January 2020;n/a;;n/a;CC BY;no;;;;;
42081;Japanese Journal of Statistics and Data Science;Springer;Statistics;https://link.springer.com/journal/42081;2520-8756;2520-8764;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42087;Human Arenas;Springer;Psychology;https://link.springer.com/journal/42087;2522-5790;2522-5804;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42090;geriatrie-report;SpringerMedizin;Medicine & Public Health;https://link.springer.com/journal/42090;1862-5363;2520-8950;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;;;;;
42102;Journal of Peridynamics and Nonlocal Modeling;Springer;Engineering;https://link.springer.com/journal/42102;2522-896X;2522-8978;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42106;International Journal of Plant Production;Springer;Life Sciences;https://link.springer.com/journal/42106;1735-8043;1735-6814;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42107;Asian Journal of Civil Engineering;Springer;Engineering;https://link.springer.com/journal/42107;1563-0854;2522-011X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42108;International Journal of Energy and Water Resources;Springer;Environment;https://link.springer.com/journal/42108;2538-3604;2522-0101;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42113;Computational Brain & Behavior;Springer;Psychology;https://link.springer.com/journal/42113;2522-0861;2522-087X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42114;Advanced Composites and Hybrid Materials;Springer;Materials Science;https://link.springer.com/journal/42114;2522-0128;2522-0136;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42154;Automotive Innovation;Springer;Engineering;https://link.springer.com/journal/42154;2096-4250;2522-8765;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42155;CVIR Endovascular;Springer;Medicine & Public Health;https://link.springer.com/journal/42155;;2520-8934;Fully Open Access;August 2020;n/a;1060;20;CC BY;n/a;;;;;
42161;Journal of Plant Pathology;Springer;Life Sciences;https://link.springer.com/journal/42161;;2239-7264;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42162;Energy Informatics;Springer;Computer Science;https://link.springer.com/journal/42162;;2520-8942;Fully Open Access;August 2020;n/a;1100;20;CC BY;n/a;;;;;
42212;Deutsche Zeitschrift f�r Akupunktur;SpringerMedizin;Medicine & Public Health;https://link.springer.com/journal/42212;0415-6412;1439-4359;Open Choice;January 2020;yes;;n/a;CC BY;yes;;;;;
42214;journal of international business policy;Palgrave Macmillan;Business and Management;https://link.springer.com/journal/42214;2522-0691;2522-0705;Open Choice;January 2020;n/a;;n/a;CC BY;no;;;;;
42215;east asian community review;Palgrave Macmillan;Political Science and International Relations;https://link.springer.com/journal/42215;2522-0675;2522-0683;Open Choice;January 2020;n/a;;n/a;CC BY;no;;;;;
42234;Bioelectronic Medicine;BioMed Central;Biomedicine;https://link.springer.com/journal/42234;;2332-8886;Fully Open Access;August 2020;n/a;1870;20;CC BY;n/a;;;;;
42235;Journal of Bionic Engineering;Science Press, co-published with Springer;Engineering;https://link.springer.com/journal/42235;1672-6529;2543-2141;Open Choice;January 2020;n/a;;n/a;CC BY;no;;;;;
42240;Journal of Dharma Studies;Springer;Religious Studies;https://link.springer.com/journal/42240;2522-0926;2522-0934;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42241;Journal of Hydrodynamics;Springer;Engineering;https://link.springer.com/journal/42241;1001-6058;1878-0342;Open Choice;January 2020;n/a;;n/a;CC BY;no;;;;;
42242;Bio-Design and Manufacturing;Zhejiang University Press, co-published with Springer;Engineering;https://link.springer.com/journal/42242;2096-5524;2522-8552;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42243;Journal of Iron and Steel Research, International;Springer;Engineering;https://link.springer.com/journal/42243;1006-706X;2210-3988;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42247;Emergent Materials;Springer;Materials Science;https://link.springer.com/journal/42247;2522-5731;2522-574X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42250;Chemistry Africa;Springer;Chemistry;https://link.springer.com/journal/42250;2522-5758;2522-5766;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42252;Functional Composite Materials;Springer;Materials Science;https://springer.com/42252;;2522-5774;Fully Open Access;August 2020;n/a;860;20;CC BY;n/a;New Start;2019;;;
42278;Zeitschrift f�r Grundschulforschung;Springer VS;Education;https://link.springer.com/journal/42278;1865-3553;2523-3181;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42286;Water Waves;Birkh�user;Mathematics;https://link.springer.com/journal/42286;2523-367X;2523-3688;Open Choice;January 2020;n/a;;n/a;CC BY;yes;New Start;2019;;;
42321;English Teaching and Learning;Springer;Education;https://link.springer.com/journal/42321;1023-7267;2522-8560;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42322;Journal of Outdoor and Environmental Education;Springer;Education;https://link.springer.com/journal/42322;2206-3110;2522-879X;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42330;Canadian Journal of Science, Mathematics and Technology Education;Springer;Education;https://link.springer.com/journal/42330;1492-6156;1942-4051;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42341;Transactions on Electrical and Electronic Materials;Korean Institute of Electrical and Electronic Material Engineers, co-published with Springer;Materials Science;https://link.springer.com/journal/42341;1229-7607;2092-7592;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
42354;Digitale Welt;eMedia Gesellschaft f�r Elektronische Medien, co-published with Springer;Business and Management;https://link.springer.com/journal/42354;;2569-1996;Subscription-only;January 2020;n/a;;n/a;n/a;n/a;New Start;2019;;;
42360;Indian Phytopathology;Springer;Life Sciences;https://link.springer.com/journal/42360;0367-973X;2248-9800;Open Choice;January 2020;n/a;;n/a;CC BY;yes;;;;;
